rofecoxib	cox2	[dep, inhibitors, amod]	1.0
rofecoxib	cox2	[appos, inhibitor, nn]	1.0
rofecoxib	cox2	[appos, inhibitor, amod]	1.0
rofecoxib	cox2	[amod, inhibitors, nn]	1.0
carbachol	hsp27	[prep_to, response, prep_in, phosphorylation, amod]	1.0
indomethacin	groel	[agent, inhibited, nsubjpass, activity, prep_of]	1.0
allopurinol	adiponectin	[nsubj, did, advcl, increased, dobj, concentration, prep_of]	1.0
pilocarpine	cyp2a6	[nsubjpass, metabolized, agent]	1.0
pilocarpine	cyp2a6	[appos, inhibitor, nn]	1.0
pilocarpine	cyp2a6	[nsubj, binds, dobj]	1.0
pilocarpine	cyp2a6	[prep_by, inhibited, nsubj, activity, nn]	1.0
pilocarpine	cyp2a6	[infmod, contributor, nsubj, genotype, nn]	1.0
ornithine	gm-csf	[prep_to, induced, nsubj]	1.0
gefitinib	abcg2	[prep_to, confers, nsubj]	1.0
gefitinib	abcg2	[nsubj, substrate, prep_for]	1.0
doxycycline	cd54	[nsubj, inhibited, dobj, increase, prep_of]	1.0
atra	p47phox	[agent, increased, nsubjpass, expression, amod]	1.0
spermine	pdp1	[nsubj, has, dobj, effect, prep_on, activity, prep_of]	1.0
dexamethasone	sgk1	[nsubj, stimulates, dobj, transcription, prep_of]	1.0
dexamethasone	sgk1	[prep_by, blocked, nsubj]	1.0
sevoflurane	smad3	[nsubj, caused, dobj, translocation, prep_of]	1.0
cisplatin	pc-3	[prep_in, cells, amod]	1.0
cisplatin	pc-3	[prep_to, cells, nn]	1.0
cisplatin	pc-3	[prep_to, sensitive, nsubj, cells, nn]	1.0
nutlin-3	hdm2	[appos, antagonist, amod]	1.0
nutlin-3	hdm2	[appos, antagonist, prep_of]	1.0
nutlin-3	hdm2	[appos, inhibitor, amod]	1.0
nutlin-3	hdm2	[appos, antagonist, nn]	1.0
lovastatin	thrombospondin-1	[nsubj, decrease, dobj, expression, prep_of]	1.0
benzbromarone	cyp2c9	[appos, inhibitor, nn]	1.0
il-11	cntf	[appos, factor, appos]	1.0
cisplatin	aprt	[partmod, followed, agent]	1.0
il-11	survivin	[nsubj, induces, dobj, expression, prep_of]	1.0
pyridoxal	kynureninase	[dobj, containing, partmod]	1.0
theophylline	il-10	[prep_by, production, nn]	1.0
melatonin	mum-1	[appos, mm, nn]	1.0
il-2	b7-2	[nn, production, dobj, costimulates, nsubj]	1.0
amitriptyline	egr-1	[nsubj, increased, dobj, expression, prep_of]	1.0
theophylline	il-13	[xsubj, inhibit, dobj, release, nn]	1.0
theophylline	il-13	[agent, suppressed, nsubjpass]	1.0
il-2	b7-1	[nn, secretion, prep_on]	1.0
il-2	b7-1	[prep_of, levels, amod]	1.0
il-2	b7-1	[nn, activity, prep_in]	1.0
il-2	b7-1	[nn, gene, nn]	1.0
fluvoxamine	cyp2c19	[prep_of, effects, dobj, compare, prep_on, metabolism, prep_of, lansoprazole, prep_between, genotypes, num]	1.0
fluvoxamine	cyp2c19	[appos, inhibitor, prep_of]	1.0
fluvoxamine	cyp2c19	[nsubj, inhibitor, prep_of]	1.0
fluvoxamine	cyp2c19	[nsubj, inhibitors, prep_of]	1.0
fluvoxamine	cyp2c19	[appos, inhibitor, amod]	1.0
piperazine	trpv1	[nn, analog, nn]	1.0
mexiletine	caspase-3	[prep_on, activation, amod]	1.0
bosentan	endothelin-1	[appos, antagonist, amod]	1.0
bosentan	endothelin-1	[nsubj, antagonist, amod]	1.0
bosentan	endothelin-1	[appos, receptor, amod]	1.0
bosentan	endothelin-1	[appos, inhibitor, prep_of]	1.0
bosentan	endothelin-1	[appos, antagonists, amod]	1.0
bosentan	endothelin-1	[prep_as, antagonists, amod]	1.0
bosentan	endothelin-1	[appos, blocker, prep_of]	1.0
bosentan	endothelin-1	[prep_like, antagonists, amod]	1.0
bosentan	endothelin-1	[prep_with, blockade, amod]	1.0
bosentan	endothelin-1	[appos, blocker, amod]	1.0
bosentan	endothelin-1	[dep, receptor, amod]	1.0
bosentan	endothelin-1	[nsubj, inhibited, dobj, factor, amod]	1.0
bosentan	endothelin-1	[appos, antagonist, nn]	1.0
ru486	kallikrein	[nn, treatment, nsubj, had, dobj, effect, prep_on, activity, nn]	1.0
aldosterone	metastin	[amod, production, dobj, increases, nsubj]	1.0
berberine	nf-kappab	[nsubj, attenuated, dobj, activation, prep_of]	1.0
berberine	nf-kappab	[nsubj, abolished, dobj, activity, nn]	1.0
berberine	nf-kappab	[nsubj, suppressed, dobj, activation, amod]	1.0
lepirudin	reteplase	[prep_with, administered, nsubjpass]	1.0
adalimumab	hla-g	[appos, therapy, amod]	1.0
dobutamine	ho-1	[nsubj, induces, dobj]	1.0
lutein	bfgf	[nn, cells, nsubj, positive, prep_for]	1.0
chloramphenicol	glut1	[amod, acetyltransferase, prep_to, linked, partmod, gene, nn]	1.0
il-1ra	interleukin-10	[appos, antagonist, appos]	1.0
rapamycin	erk1	[nsubj, affect, dobj, activation, prep_of]	1.0
5-fc	amph	[appos, b, appos]	1.0
5-fc	amph	[prep_of, combination, nsubj]	1.0
thiopental	p-selectin	[nsubj, decreased, dobj, expression, prep_of]	1.0
metformin	vaspin	[nsubj, reduced, dobj, levels, nn]	1.0
metformin	vaspin	[prep_of, levels, nn]	1.0
metformin	vaspin	[nn, treatment, prepc_on, circulating, dobj, levels, nn]	1.0
diltiazem	sapk	[advmod, inhibited, nsubj]	1.0
l-ser	3pgdh	[amod, dehydrogenase, appos]	1.0
omeprazole	cyp2d6	[amod, activities, prep_of]	1.0
clobazam	ml-1	[nn, administration, appos]	1.0
genistein	fmlp	[nsubj, had, dobj, effect, prep_on]	1.0
genistein	fmlp	[nsubj, suppressed, dobj]	1.0
genistein	fmlp	[appos, inhibitor, nsubj, inhibited, dobj]	1.0
ouabain	b-raf	[nsubj, showed, prep_on]	1.0
gp120	sp-d	[prep_to, binds, nsubj]	1.0
tetrahydrobiopterin	cnos	[nn, cofactor, prep_without, measured, dep, inactivation, prep_of, activity, nn]	1.0
gp120	factor-1	[agent, induced, agent]	1.0
gm-csf	tarc	[prep_in, combination, prep_with]	1.0
etomidate	calmodulin	[prep_by, affect, dobj, sensitivity, prep_of, cells, prep_in, inhibition, amod, vitro, prep_to]	1.0
doxycycline	sp-b	[prep_in, mice, amod]	1.0
gemfibrozil	hdl2	[nsubj, increased, dobj, concentrations, prep_of]	1.0
il-2	bcl-xl	[nsubj, had, dobj, effects, prep_on]	1.0
praziquantel	osteopontin	[dep, antibody, nn]	1.0
praziquantel	osteopontin	[conj_plus, praziquantel, dep, antibody, nn]	1.0
pioglitazone	egr-1	[prep_on, expression, nn]	1.0
montelukast	5-lipoxygenase	[amod, drugs, appos, inhibitors, amod]	1.0
montelukast	5-lipoxygenase	[prep_by, inhibition, amod]	1.0
montelukast	5-lipoxygenase	[nsubj, inhibited, dobj]	1.0
ciprofloxacin	spta	[dep, namely, appos, derivatives, nsubjpass, suggested, prep_for, treatment, prep_of, fever, partmod, caused, agent]	1.0
ketamine	ml-1	[nn, concentration, nsubj]	1.0
physostigmine	p300	[amod, treatment, prep_after, decreased, nsubj]	1.0
trimethaphan	pseudocholinesterase	[xsubj, inhibitor, prep_of]	1.0
auranofin	trxr2	[prep_by, inhibition, prep_of]	1.0
clofibrate	ppar-alpha	[prep_such_as, agonists, amod]	1.0
clofibrate	ppar-alpha	[dep, ligands, amod]	1.0
cltc	atic	[appos, msn, appos]	1.0
g-csf	lef-1	[prep_in, absence, prep_of]	1.0
vasopressin	aqp7	[prep_of, effect, dobj, study, prep_on, expression, nn]	1.0
ketamine	nfkappab	[nsubj, reduced, dobj, activation, nn]	1.0
ketamine	nfkappab	[prep_on, activation, nn]	1.0
bevacizumab	ifn-alpha	[nsubjpass, approved, prep_with]	1.0
bevacizumab	ifn-alpha	[nn, therapy, nn]	1.0
bevacizumab	ifn-alpha	[prep_in, combination, prep_with]	1.0
omeprazole	cyp2c9	[dep, inhibitor, prep_of]	1.0
omeprazole	cyp2c9	[amod, theophylline, appos]	1.0
vasopressin	aqp2	[prep_with, stimulation, prep_upon, translocated, nsubjpass]	1.0
vasopressin	aqp2	[amod, channel, appos]	1.0
vasopressin	aqp2	[prep_for, target, nsubj]	1.0
vasopressin	aqp2	[nsubj, induces, dobj, translocation, prep_of]	1.0
vasopressin	aqp2	[amod, results, prep_in]	1.0
vasopressin	aqp2	[nsubj, regulates, dobj, phosphorylation, prep_of]	1.0
vasopressin	aqp2	[amod, channel, nsubj]	1.0
vasopressin	aqp2	[agent, regulated, nsubjpass]	1.0
vasopressin	aqp2	[amod, receptor, appos]	1.0
vasopressin	aqp2	[prep_to, increased, nsubjpass, levels, prep_of, protein, amod]	1.0
vasopressin	aqp2	[nsubj, induces, dobj, insertion, prep_of]	1.0
vasopressin	aqp2	[prep_on, trafficking, amod]	1.0
vasopressin	aqp2	[prep_to, response, prep_in, translocates, nsubj]	1.0
vasopressin	aqp2	[prep_by, expression, amod]	1.0
voriconazole	abpa	[nsubj, therapy, prep_for]	1.0
voriconazole	abpa	[prep_with, treated, partmod]	1.0
voriconazole	abpa	[nsubjpass, used, prep_with]	1.0
pranlukast	leukotriene	[appos, antagonist, amod]	1.0
pranlukast	leukotriene	[nsubj, antagonist, amod]	1.0
pranlukast	leukotriene	[prep_of, effect, appos]	1.0
pranlukast	leukotriene	[nsubj, antagonist, nn]	1.0
pranlukast	leukotriene	[appos, antagonists, amod]	1.0
pranlukast	leukotriene	[appos, modifier, amod]	1.0
pranlukast	leukotriene	[agent, induced, partmod, inhibition, amod]	1.0
pranlukast	leukotriene	[nsubj, inhibitor, prep_of, receptor, nn]	1.0
pranlukast	leukotriene	[prep_of, effect, dobj, investigate, prep_on]	1.0
pranlukast	leukotriene	[appos, antagonist, nn]	1.0
pranlukast	leukotriene	[appos, antagonist, prep_of, receptor, nn]	1.0
pranlukast	leukotriene	[nsubj, inhibited, dobj, generation, amod]	1.0
ranitidine	cgrp	[amod, peptide, appos]	1.0
melatonin	pomc	[nsubj, enhance, dobj, expression, nn]	1.0
forskolin	ppargamma	[agent, mimicked, prep_to]	1.0
pgi2	aceh	[appos, prostacyclin, xsubj, stimulate, dobj, activities, prep_of, hydrolase, dep]	1.0
carboplatin	ia-2	[prep_with, treated, nsubjpass, patients, appos]	1.0
menadione	hsc70	[prep_to, exposure, amod]	1.0
il-2	shp2	[prep_in, investigated, dobj, role, prep_of]	1.0
betaine	gat-1	[amod, transporter, appos]	1.0
isoflurane	cyp2e1	[prep_of, metabolism, prep_in, role, dobj, plays, nsubj]	1.0
genistein	p21cip1	[agent, induced, partmod]	1.0
noradrenaline	dsp-4	[prep_of, release, nsubjpass, decreased, prep_in]	1.0
noradrenaline	dsp-4	[amod, release, partmod, induced, agent]	1.0
noradrenaline	dsp-4	[partmod, induced, agent]	1.0
noradrenaline	dsp-4	[nn, neurotoxin, appos]	1.0
noradrenaline	dsp-4	[prep_of, transport, prep_on]	1.0
bleomycin	mlec	[nsubj, caused, prep_in]	1.0
mannitol	rab18	[nn, treatments, agent, induced, nsubjpass, expression, rcmod, encodes, dobj, delta, dep, synthetase, appos]	1.0
tobramycin	pseudocholinesterase	[nsubj, produce, prep_in, levels, nn]	1.0
cefazolin	mate1	[rcmod, substrate, prep_for]	1.0
doxycycline	cd81	[agent, blocked, nsubjpass, expression, nn]	1.0
risperidone	nf-kappab	[dobj, activity, amod]	1.0
forskolin	p450scc	[nsubj, increased, dobj, mrna, amod]	1.0
allopurinol	il-10	[prep_in, vessels, prep_from, mice, amod]	1.0
fk506	beta-catenin	[nsubj, enhanced, dobj, levels, amod]	1.0
doxorubicin	prolidase	[prep_with, treated, partmod, fibroblasts, prep_in, activity, amod]	1.0
doxorubicin	prolidase	[prep_on, activity, amod]	1.0
doxorubicin	prolidase	[prep_of, effect, dobj, compared, prep_on, activity, amod]	1.0
cisapride	cyp2a6	[prep_of, metabolism, prep_to, contributed, nsubj]	1.0
ornithine	ornt1	[nn, transporter, dobj, encoding, partmod, gene, amod]	1.0
ornithine	ornt1	[nn, transporter, dobj, encoding, partmod, gene, appos]	1.0
ornithine	ornt1	[amod, transporter, appos]	1.0
ornithine	ornt1	[nn, transporter, appos]	1.0
metformin	asaa	[nn, treatment, nsubj, decreases, dobj]	1.0
docetaxel	cyp1b1	[nsubjpass, metabolized, agent]	1.0
docetaxel	cyp1b1	[nsubj, bind, prep_to]	1.0
docetaxel	cyp1b1	[nsubjpass, shown, ccomp, bind, prep_to]	1.0
l-isoleucine	pat3	[dep, except, pobj]	1.0
cisplatin	nhe1	[prep_of, target, nsubj]	1.0
pge2	il-17f	[appos, production, amod]	1.0
dexamethasone	csf-1	[amod, levels, nn]	1.0
chloroquine	aqp5	[prep_of, administration, nsubj, increased, dobj, level, amod]	1.0
fluvastatin	icam-1	[agent, inhibited, nsubjpass, expression, prep_of]	1.0
citrulline	cnos	[partmod, forming, dobj, activity, prep_of]	1.0
miconazole	cyp2c9	[nsubj, inhibitor, prep_of]	1.0
miconazole	cyp2c9	[nsubj, inhibitors, prep_of]	1.0
papain	kininogen	[dobj, inhibited, nsubj]	1.0
papain	kininogen	[nsubj, inhibited, dobj]	1.0
midazolam	cyp1a2	[appos, theophylline, appos]	1.0
forskolin	atriopeptin	[nn, treatment, prep_following]	1.0
isoproterenol	s100a4	[prep_in, expression, prep_of]	1.0
disopyramide	cyp3a4	[nsubjpass, metabolized, agent]	1.0
nn2211	glp-1	[nsubj, derivative, nn]	1.0
g-csf	ifn-gamma	[prep_by, inhibited, nsubj]	1.0
g-csf	ifn-gamma	[prep_by, release, amod]	1.0
g-csf	ifn-gamma	[nn, treatment, amod]	1.0
g-csf	ifn-gamma	[amod, secretion, prep_on]	1.0
g-csf	ifn-gamma	[nsubj, abolished, dobj, production, amod]	1.0
g-csf	ifn-gamma	[appos, beta, appos]	1.0
g-csf	ifn-gamma	[dobj, suppressed, nsubj]	1.0
g-csf	ifn-gamma	[appos, factor, appos]	1.0
probenecid	abcc	[appos, inhibitor, prep_of, transporter, nn]	1.0
n-acetylcysteine	pi3k	[agent, inhibited, nsubjpass, activation, nn]	1.0
n-acetylcysteine	pi3k	[appos, inhibitor, amod]	1.0
mesalamine	nf-kappab	[agent, blocked, nsubjpass, activation, amod]	1.0
tetrahydrobiopterin	nadph	[prep_in, presence, prep_of]	1.0
tetrahydrobiopterin	nadph	[nn, cofactor, prep_without, measured, dep, inactivation, prep_of, activity, nn]	1.0
staurosporine	caspase-2	[nsubj, induces, acomp]	1.0
clofibrate	pmp35	[xsubj, expression, amod]	1.0
colchicine	p2x7	[nsubj, inhibitor, prep_of]	1.0
amiloride	fgf2	[nsubj, blocked, prep_to]	1.0
staurosporine	caspase-3	[nsubj, activated, acomp]	1.0
staurosporine	caspase-3	[nsubj, caused, dobj, activation, prep_of]	1.0
staurosporine	caspase-3	[prep_with, cells, prep_of]	1.0
staurosporine	caspase-3	[prep_to, associated, nsubjpass, expression, prep_of]	1.0
staurosporine	caspase-3	[agent, activated, nsubjpass]	1.0
staurosporine	caspase-3	[prep_by, activation, amod]	1.0
staurosporine	caspase-3	[nn, pkr, prep_to, response, prep_in, phosphorylated, advcl, triggers, ccomp, fadd, ccomp, activates, dobj, pathway, amod]	1.0
staurosporine	caspase-3	[amod, expression, amod]	1.0
staurosporine	caspase-3	[agent, induced, partmod, activity, amod]	1.0
staurosporine	caspase-3	[agent, induced, partmod, activation, amod]	1.0
staurosporine	caspase-3	[infmod, response, prep_in, report, dobj, activity, amod]	1.0
trastuzumab	aromatase	[prep_to, inhibitor, amod]	1.0
trastuzumab	aromatase	[dep, inhibitors, amod]	1.0
trastuzumab	aromatase	[nsubjpass, combined, prep_with, inhibitor, amod]	1.0
thiopental	s100b	[agent, induced, partmod]	1.0
doxycycline	glt-1	[prep_with, expression, nn]	1.0
alendronate	ptpmeg1	[nsubj, inhibitor, prep_of]	1.0
alendronate	ptpmeg1	[nsubj, inhibited, dobj]	1.0
olanzapine	alpha1	[nn, treatment, prep_on, levels, amod]	1.0
lovastatin	bfgf	[nsubj, prevent, prep_by]	1.0
melatonin	vegf	[prep_of, presence, prep_in, secreted, dobj]	1.0
melatonin	vegf	[nsubj, reduces, dobj, expression, amod]	1.0
melatonin	vegf	[prep_of, effect, dobj, investigate, prep_on, expression, nn]	1.0
melatonin	vegf	[prep_of, administration, nsubj, reduced, dobj, expression, prep_of]	1.0
diclofenac	p-selectin	[agent, reduced, nsubjpass, expression, prep_of]	1.0
bezafibrate	apoprotein	[nsubj, inhibits, dobj, secretion, nn]	1.0
ertapenem	prsp	[nsubj, had, prep_against]	1.0
forskolin	eaat2	[nsubj, reduced, dobj, expression, amod]	1.0
forskolin	eaat2	[prep_of, effect, dobj, investigated, prep_on, levels, amod]	1.0
amiloride	nhe1	[prep_with, inhibiting, dobj]	1.0
amiloride	nhe1	[prep_by, inhibition, prep_than]	1.0
amiloride	nhe1	[prep_with, inhibition, prep_of]	1.0
amiloride	nhe1	[dep, inhibitor, prep_of]	1.0
amiloride	nhe1	[appos, blocker, prep_of]	1.0
amiloride	nhe1	[xsubj, inhibit, dobj]	1.0
amiloride	nhe1	[dep, inhibitor, amod]	1.0
amiloride	nhe1	[prep_on, inhibition, amod]	1.0
amiloride	nhe1	[prep_by, inhibition, xsubj]	1.0
amiloride	nhe1	[dep, inhibition, prep_of]	1.0
dexamethasone	nf-kappab	[prep_of, effect, dobj, showed, prep_on]	1.0
dexamethasone	nf-kappab	[nsubj, inhibited, dobj, activation, amod]	1.0
dexamethasone	nf-kappab	[nsubj, decreased, dobj]	1.0
dexamethasone	nf-kappab	[nsubj, enhanced, dobj, activity, amod]	1.0
dexamethasone	nf-kappab	[appos, activator, prep_of]	1.0
dexamethasone	nf-kappab	[agent, inhibited, nsubjpass, activation, amod]	1.0
dexamethasone	nf-kappab	[nsubj, decreased, dobj, activation, amod]	1.0
dexamethasone	nf-kappab	[nsubj, inhibited, dobj, activation, prep_of]	1.0
dexamethasone	nf-kappab	[prep_on, activation, amod]	1.0
dexamethasone	nf-kappab	[nsubj, suppressed, dobj, translocation, prep_of]	1.0
dexamethasone	nf-kappab	[nsubj, inhibit, dobj, activation, amod]	1.0
dexamethasone	nf-kappab	[amod, inhibitors, amod]	1.0
dexamethasone	nf-kappab	[nsubj, attenuated, dobj]	1.0
dexamethasone	nf-kappab	[prep_with, abolished, nsubjpass]	1.0
dexamethasone	nf-kappab	[nsubj, inhibited, dobj, translocation, amod]	1.0
dexamethasone	nf-kappab	[xsubj, inhibit, dobj, activation, amod]	1.0
dexamethasone	nf-kappab	[appos, inhibitor, prep_of, signaling, nn]	1.0
dexamethasone	nf-kappab	[nsubj, inhibits, dobj, activation, amod]	1.0
dexamethasone	nf-kappab	[appos, inhibitor, prep_of, activation, amod]	1.0
dexamethasone	nf-kappab	[nsubj, inhibited, dobj, translocation, prep_of]	1.0
g-csf	m-csf	[appos, csf, appos]	1.0
g-csf	m-csf	[dep, not, prep_of]	1.0
g-csf	m-csf	[amod, fibroblasts, amod]	1.0
g-csf	m-csf	[prep_with, receptors, amod]	1.0
g-csf	m-csf	[appos, pdgf, nn]	1.0
g-csf	m-csf	[nsubj, mixed, prep_with, factor, appos]	1.0
g-csf	m-csf	[amod, secretion, prep_on]	1.0
g-csf	m-csf	[nsubj, expression, nn]	1.0
g-csf	m-csf	[nn, il, appos]	1.0
g-csf	m-csf	[appos, beta, appos]	1.0
g-csf	m-csf	[prep_to, responded, prep_to]	1.0
g-csf	m-csf	[amod, factor, prep_of, concentrations, appos]	1.0
g-csf	m-csf	[dep, factor, xcomp, stimulating, dobj, factor, appos]	1.0
g-csf	m-csf	[appos, factor, appos, factor, appos]	1.0
g-csf	m-csf	[amod, fibroblasts, prep_by, production, nsubjpass, enhanced, agent, supplementing, prep_with]	1.0
g-csf	m-csf	[prep_with, concert, prep_in]	1.0
g-csf	m-csf	[appos, factor, appos]	1.0
amiloride	nhe3	[nsubj, inhibits, dobj]	1.0
amiloride	nhe3	[prep_by, inhibition, xsubj]	1.0
estrone	sulfotransferase	[prep_toward, activity, dobj, had, nsubj]	1.0
estrone	sulfotransferase	[amod, activity, amod]	1.0
estrone	sulfotransferase	[prep_of, conversion, dobj, catalyzes, nsubj]	1.0
estrone	sulfotransferase	[amod, activity, nn]	1.0
estrone	sulfotransferase	[nsubjpass, inactivated, agent]	1.0
desvenlafaxine	cyp2d6	[prep_with, activity, amod]	1.0
colchicine	ifn-gamma	[appos, beta, dep]	1.0
colchicine	ifn-gamma	[prep_such_as, agents, appos]	1.0
colchicine	ifn-gamma	[dep, effects, appos]	1.0
artesunate	abcb6	[amod, treatment, nsubj, induced, dobj, expression, amod]	1.0
quinacrine	prpc	[prep_in, protein, appos]	1.0
fluoxetine	pde4a	[nn, treatment, nsubj, increased, dobj, levels, amod]	1.0
fluoxetine	pde4a	[prep_on, expression, amod]	1.0
dextran	srbc	[nn, receptor, nn]	1.0
zonisamide	mao-b	[amod, blocks, nsubj]	1.0
zonisamide	mao-b	[nsubj, inhibited, dobj, activity, appos]	1.0
doxorubicin	phlda1	[prep_to, enhances, nsubj, expression, nn]	1.0
aprotinin	p-selectin	[prep_of, effects, dobj, clarify, prep_on, expression, amod]	1.0
estradiol	ugt1a1	[amod, treatment, prep_under]	1.0
estradiol	ugt1a1	[appos, substrate, prep_of]	1.0
pge2	gnrh	[nsubj, acts, prep_on, neurons, nn]	1.0
pge2	survivin	[nsubj, restored, dobj, levels, nn]	1.0
pge2	survivin	[prep_for, mrna, nn]	1.0
pge2	survivin	[nsubj, regulates, dobj, expression, nn]	1.0
pge2	survivin	[nn, expression, nn]	1.0
hyaluronan	versican	[xcomp, bound, partmod]	1.0
hyaluronan	versican	[dobj, decreased, nsubj]	1.0
hyaluronan	versican	[nsubjpass, found, advcl, found, nsubjpass]	1.0
hyaluronan	versican	[prep_with, interacts, nsubj]	1.0
propafenone	herg	[prep_of, effects, dobj, analyzed, prepc_on]	1.0
propafenone	herg	[nn, disopyramide, dep, attenuated, parataxis]	1.0
propafenone	herg	[nsubj, inhibited, dobj]	1.0
ciprofloxacin	parc	[amod, results, prep_in]	1.0
ciprofloxacin	parc	[prep_of, target, nsubj]	1.0
vancomycin	cdps	[amod, products, appos]	1.0
chloramphenicol	ifn-beta	[amod, gene, prep_to, linked, partmod, promoter, amod]	1.0
chloramphenicol	ifn-beta	[amod, gene, prep_to, fused, partmod, promoter, amod]	1.0
estradiol	lactogen	[dep, globulin, appos]	1.0
estradiol	lactogen	[amod, secretion, nn]	1.0
estradiol	lactogen	[amod, placental, amod]	1.0
calcitriol	gdnf	[amod, treatment, prep_following]	1.0
haloperidol	p-gp	[amod, desmethyl, amod, compounds, nsubjpass, characterized, prep_in, terms, prep_of, affinity, appos]	1.0
resveratrol	inos	[nsubj, suppressed, dobj, expression, prep_of]	1.0
resveratrol	inos	[nsubj, inhibited, dobj, expression, amod]	1.0
resveratrol	inos	[appos, expression, amod]	1.0
ondansetron	cyp3a	[nn, metabolism, prep_in]	1.0
carbachol	creb	[nsubj, decreased, dobj, phosphorylation, nn]	1.0
disulfiram	bca2	[xsubj, inhibitor, nn]	1.0
fluvastatin	rab1a	[nsubj, inhibited, dobj, translocation, amod]	1.0
sildenafil	vegf	[amod, treatment, appos]	1.0
sildenafil	vegf	[nsubj, induced, dobj]	1.0
sildenafil	vegf	[nsubj, inhibited, dobj, expression, amod]	1.0
betaine	talh	[amod, content, prep_of]	1.0
urokinase	plau	[amod, plasminogen, amod, gene, appos]	1.0
urokinase	plau	[amod, gene, appos]	1.0
urokinase	plau	[amod, type, appos]	1.0
urokinase	plau	[nn, gene, appos]	1.0
urokinase	plau	[amod, activator, appos]	1.0
pemetrexed	pcft	[nsubj, decreased, pobj]	1.0
budesonide	eotaxin	[nsubj, reduced, dobj, levels, nn]	1.0
repaglinide	glp-1	[prep_of, influence, appos]	1.0
glimepiride	caveolin-1	[nsubj, induces, dobj, phosphorylation, amod]	1.0
glimepiride	caveolin-1	[amod, action, prep_in]	1.0
collagenase	matrilysin	[amod, activator, amod]	1.0
resveratrol	cyp1b1	[nsubj, decreased, dobj, expression, amod]	1.0
hydroxyzine	herg	[amod, channels, appos]	1.0
enalapril	p-selectin	[agent, reduced, nsubjpass, expression, prep_of]	1.0
ziprasidone	cyp3a4	[xsubj, induction, prep_of]	1.0
ziprasidone	cyp3a4	[prep_of, metabolism, prep_to, contributes, nsubj]	1.0
ziprasidone	cyp3a4	[prep_of, metabolism, nsubjpass, mediated, agent]	1.0
melatonin	aanat	[prep_of, synthesis, appos]	1.0
melatonin	aanat	[nn, synthesis, prep_in, involved, nsubjpass]	1.0
melatonin	aanat	[nn, biosynthesis, prep_in, enzyme, dep]	1.0
melatonin	aanat	[prep_of, synthesis, dobj, controls, nsubj, rise, prep_of, activity, appos]	1.0
melatonin	aanat	[amod, pathway, prep_in, enzyme, dep]	1.0
vemurafenib	braf	[appos, inhibitor, prep_of, kinase, nn]	1.0
vemurafenib	braf	[appos, inhibitor, nn]	1.0
vemurafenib	braf	[appos, inhibitor, prep_of]	1.0
vemurafenib	braf	[prep_in, patients, prep_with]	1.0
vemurafenib	braf	[appos, inhibitor, amod]	1.0
vemurafenib	braf	[amod, inhibitor, nn]	1.0
vemurafenib	braf	[nsubj, inhibitor, nn]	1.0
oxytocin	calcitonin	[dep, hormone, dep]	1.0
oxytocin	calcitonin	[dep, peptide, amod]	1.0
doxorubicin	adiponectin	[prep_on, investigated, dobj, effect, prep_of]	1.0
indomethacin	tgf-beta2	[nsubj, inhibited, prep_in, presence, prep_of]	1.0
indomethacin	tgf-beta2	[nsubj, reversed, dobj, effects, prep_of]	1.0
arac	actg	[prep_in, trial, nn]	1.0
captopril	iddm	[prep_with, treated, nsubjpass, patients, nn]	1.0
captopril	iddm	[amod, patients, appos]	1.0
indinavir	glut1	[nsubj, had, dobj, effect, prep_on, activity, amod]	1.0
lutein	tgf-alpha	[nn, cells, nsubj, positive, prep_for]	1.0
staurosporine	ifn-alpha	[nsubj, blocked, prep_by]	1.0
zopiclone	swds	[nsubj, increased, dobj]	1.0
troglitazone	mtor	[prep_of, effects, nsubjpass, mediated, agent]	1.0
phenylephrine	rankl	[agent, increased, nsubjpass, levels, prep_of]	1.0
phenylephrine	rankl	[agent, induced, partmod, gene, amod]	1.0
sn-38	nf-kappab	[prep_by, induced, dep]	1.0
indinavir	glut4	[appos, inhibitor, amod]	1.0
pge2	cort	[nn, release, nn]	1.0
rosiglitazone	nf-kappab	[prep_of, effects, nsubjpass, mediated, agent]	1.0
forskolin	igfbp-1	[amod, activity, nn]	1.0
diltiazem	cyp3a	[dep, verapamil, appos, inhibitors, amod]	1.0
diltiazem	cyp3a	[nsubj, inhibits, dobj]	1.0
diltiazem	cyp3a	[appos, inhibitor, amod]	1.0
phylloquinone	apoe	[nn, concentration, appos]	1.0
forskolin	igfbp-3	[nsubj, induced, dobj, activity, nn]	1.0
forskolin	igfbp-3	[nsubj, increased, dobj, expression, nn]	1.0
orlistat	fasn	[prep_with, inhibition, nn]	1.0
orlistat	fasn	[prep_by, activity, nn]	1.0
zolpidem	alpha1	[appos, agonist, amod]	1.0
zolpidem	alpha1	[nsubj, has, dobj, affinity, prep_for]	1.0
zolpidem	alpha1	[prep_to, resistant, nsubj, mice, amod]	1.0
zolpidem	alpha1	[appos, modulator, amod]	1.0
atra	stat3	[prep_with, treatments, prep_to, resistant, nsubj, cells, rcmod, activated, nsubjpass, receptor, appos]	1.0
atra	stat3	[appos, acid, appos]	1.0
hyaluronan	heparan	[nn, sulfate, amod]	1.0
carnitine	cpt2	[amod, gene, nn]	1.0
carnitine	cpt2	[nn, palmitoyltransferase, appos]	1.0
