nimesulide	cyclooxygenase-2	[nsubj, inhibitor, amod]	1.0
curcumin	cox-1	[agent, inhibited, nsubjpass]	1.0
ketanserin	5-ht2c	[dep, antagonists, num]	1.0
clomiphene	aromatase	[amod, inhibitors, amod]	1.0
rolipram	il-10	[nsubj, increases, dobj, mrna, nn]	1.0
ketanserin	5-ht2a	[appos, antagonist, appos]	1.0
ketanserin	5-ht2a	[appos, antagonist, num]	1.0
ketanserin	5-ht2a	[appos, antagonist, amod]	1.0
ketanserin	5-ht2a	[dep, antagonist, amod]	1.0
ketanserin	5-ht2a	[amod, antagonists, num]	1.0
ketanserin	5-ht2a	[dep, antagonists, num]	1.0
ketanserin	5-ht2a	[amod, selective, dep]	1.0
testolactone	aromatase	[prep_such_as, inhibitors, nn]	1.0
testolactone	aromatase	[appos, inhibitors, nn]	1.0
testolactone	aromatase	[appos, inhibitor, amod]	1.0
testolactone	aromatase	[amod, inhibitors, amod]	1.0
testolactone	aromatase	[prep_such_as, inhibitors, amod]	1.0
testolactone	aromatase	[nsubj, inhibitor, amod]	1.0
clozapine	g-csf	[nsubj, increased, dobj, levels, nn]	1.0
metoprolol	cyp2d6	[nsubj, bound, prep_to]	1.0
metoprolol	cyp2d6	[nsubjpass, metabolized, agent]	1.0
metoprolol	cyp2d6	[prep_in, patients, prep_with]	1.0
metoprolol	cyp2d6	[appos, probe, nn]	1.0
metoprolol	cyp2d6	[appos, substrate, amod]	1.0
metoprolol	cyp2d6	[nsubj, substrate, amod]	1.0
doxycycline	mmp-13	[prep_by, inhibited, nsubj, activity, prep_of]	1.0
melatonin	hif-1	[nsubj, inhibited, dobj, activity, nn]	1.0
tetrahydrobiopterin	calmodulin	[pobj, by, dep, by, pobj]	1.0
repaglinide	cyp2c8	[nsubjpass, metabolised, agent]	1.0
tamoxifen	shbg	[prep_of, effect, appos]	1.0
tamoxifen	shbg	[prep_on, expression, nn]	1.0
tranylcypromine	lsd1	[prep_with, inhibiting, dobj]	1.0
tranylcypromine	lsd1	[nsubj, showed, prep_on]	1.0
tranylcypromine	lsd1	[nsubj, inhibitor, nn]	1.0
rapamycin	survivin	[nsubj, inhibited, dobj, expression, nn]	1.0
rapamycin	survivin	[nsubj, induces, dobj, expression, prep_of]	1.0
rapamycin	survivin	[nsubj, regulates, dobj, expression, amod]	1.0
albendazole	vegf	[amod, expression, appos]	1.0
isoflurane	inos	[nsubj, decreased, dobj, expression, nn]	1.0
atorvastatin	rac1	[nsubj, caused, dobj, inhibition, prep_of]	1.0
atorvastatin	rac1	[nsubj, inhibited, dobj, expression, amod]	1.0
il-2	socs-3	[agent, induced, partmod, mrna, nn]	1.0
il-2	socs-3	[agent, induced, nsubjpass]	1.0
arsenite	securin	[prep_on, expression, prep_of]	1.0
melatonin	gpcr	[prep_for, receptor, appos]	1.0
melatonin	gpcr	[amod, receptors, appos]	1.0
fenofibrate	pai-1	[amod, activity, nn]	1.0
fenofibrate	pai-1	[amod, expression, appos]	1.0
curcumin	nfkappab	[prep_with, treated, partmod, cells, prep_in]	1.0
curcumin	nfkappab	[nsubj, inhibit, dobj]	1.0
curcumin	nfkappab	[infmod, inhibit, dobj]	1.0
curcumin	nfkappab	[nsubj, inhibits, dobj]	1.0
curcumin	nfkappab	[nsubj, decreased, dobj, levels, prep_of]	1.0
curcumin	nfkappab	[prep_of, effect, dobj, study, prep_on, expression, prep_of]	1.0
curcumin	nfkappab	[amod, activation, prep_of]	1.0
curcumin	nfkappab	[prep_on, expression, prep_of]	1.0
curcumin	nfkappab	[nsubj, inhibits, dobj, activation, prep_of]	1.0
escitalopram	sert	[prep_by, inhibition, prep_of]	1.0
salmeterol	beta2ar	[appos, agonist, amod]	1.0
tamoxifen	nppb	[appos, acid, appos]	1.0
il-2	inositol	[appos, production, amod]	1.0
sumatriptan	cgrp	[nsubj, had, prep_to]	1.0
pgi2	edrf	[appos, factor, appos]	1.0
gefitinib	egfr	[prep_as, inhibitor, amod]	1.0
gefitinib	egfr	[prep_such_as, inhibitors, appos]	1.0
gefitinib	egfr	[prep_such_as, inhibitors, nn]	1.0
gefitinib	egfr	[nsubj, receptor, appos]	1.0
gefitinib	egfr	[prep_to, showed, nsubj]	1.0
gefitinib	egfr	[prep_with, inhibiting, dobj]	1.0
gefitinib	egfr	[amod, inhibitors, appos]	1.0
gefitinib	egfr	[prep_for, affinity, dobj, has, nsubj]	1.0
gefitinib	egfr	[nsubj, inhibitor, prep_of, receptor, appos]	1.0
gefitinib	egfr	[amod, inhibition, nn]	1.0
gefitinib	egfr	[amod, treatment, prep_of]	1.0
gefitinib	egfr	[appos, inhibitor, prep_of, receptor, appos]	1.0
gefitinib	egfr	[prep_with, treated, rcmod]	1.0
gefitinib	egfr	[dep, inhibitor, prep_of]	1.0
gefitinib	egfr	[amod, receptor, appos]	1.0
gefitinib	egfr	[amod, inhibition, prep_of]	1.0
gefitinib	egfr	[prep_such_as, inhibitor, amod]	1.0
gefitinib	egfr	[nsubj, reduced, dobj, phosphorylation, prep_of]	1.0
gefitinib	egfr	[appos, inhibitor, nn]	1.0
gefitinib	egfr	[appos, inhibitor, prep_of]	1.0
gefitinib	egfr	[appos, inhibitors, nn]	1.0
gefitinib	egfr	[nsubj, inhibitors, amod]	1.0
gefitinib	egfr	[nn, expression, nn]	1.0
gefitinib	egfr	[dep, inhibitor, appos]	1.0
gefitinib	egfr	[appos, receptor, appos]	1.0
gefitinib	egfr	[amod, expression, amod]	1.0
gefitinib	egfr	[agent, signaling, partmod]	1.0
gefitinib	egfr	[prep_with, treated, partmod, patients, amod]	1.0
gefitinib	egfr	[dep, inhibitors, nn]	1.0
gefitinib	egfr	[nsubj, inhibitor, nn]	1.0
gefitinib	egfr	[nsubj, inhibited, dobj, activity, amod]	1.0
gefitinib	egfr	[nsubj, inhibited, dobj]	1.0
gefitinib	egfr	[appos, inhibitor, prep_of, kinase, amod]	1.0
gefitinib	egfr	[appos, inhibitor, amod]	1.0
gefitinib	egfr	[dep, receptor, appos]	1.0
gefitinib	egfr	[prep_with, inhibition, amod]	1.0
gefitinib	egfr	[prep_such_as, receptor, appos]	1.0
gefitinib	egfr	[amod, inhibitors, nn]	1.0
gefitinib	egfr	[amod, cells, appos]	1.0
gefitinib	egfr	[amod, inhibitors, amod]	1.0
gefitinib	egfr	[nsubj, decreased, dobj, expression, prep_of]	1.0
gefitinib	egfr	[prep_such_as, inhibitors, amod]	1.0
gefitinib	egfr	[amod, inhibitor, amod]	1.0
gefitinib	egfr	[nsubj, inhibited, dobj, activation, nn]	1.0
gefitinib	egfr	[appos, inhibitors, amod]	1.0
gefitinib	egfr	[nsubj, inhibitor, appos]	1.0
gefitinib	egfr	[nsubj, inhibited, dobj, phosphorylation, amod]	1.0
gefitinib	egfr	[prep_with, receptor, appos]	1.0
gefitinib	egfr	[prep_including, inhibitors, amod]	1.0
gefitinib	egfr	[dep, inhibitors, amod]	1.0
gefitinib	egfr	[nsubj, inhibitor, amod]	1.0
gefitinib	egfr	[prep_to, resistant, nsubj]	1.0
gefitinib	egfr	[nsubj, inhibited, dobj, autophosphorylation, prep_of]	1.0
gefitinib	egfr	[prep_by, activity, amod]	1.0
gefitinib	egfr	[nn, inhibitors, nn]	1.0
gefitinib	egfr	[nsubj, inhibited, dobj, phosphorylation, prep_of]	1.0
gefitinib	egfr	[nn, receptor, appos]	1.0
gefitinib	egfr	[nsubj, inhibitors, nn]	1.0
gefitinib	egfr	[appos, inhibitor, appos]	1.0
lovastatin	statin	[appos, member, prep_of, family, nn]	1.0
atra	dhand	[nsubj, regulate, dobj, expression, amod]	1.0
atra	dhand	[prep_on, expression, prep_of]	1.0
atra	dhand	[nsubj, regulates, dobj, expression, amod]	1.0
carboplatin	il-1	[amod, alpha, dep]	1.0
capsaicin	nf-kappab	[prep_with, activity, nn]	1.0
capsaicin	nf-kappab	[prep_of, addition, appos, inhibitor, prep_of]	1.0
arsenite	ang-1	[nsubj, decreased, dobj, secretion, nn]	1.0
arsenite	ang-1	[nsubj, alter, dobj, expression, nn]	1.0
omeprazole	cyp1a2	[nsubj, induce, dobj]	1.0
omeprazole	cyp1a2	[appos, inducer, nn]	1.0
omeprazole	cyp1a2	[nsubj, increase, dobj, activity, amod]	1.0
omeprazole	cyp1a2	[prep_by, activity, amod]	1.0
fgf-7	fgf-10	[appos, vegf, appos]	1.0
fgf-7	fgf-10	[dep, factor, dep]	1.0
phenytoin	inap	[nsubj, inhibited, dobj]	1.0
omeprazole	cyp1a1	[prep_by, gene, amod]	1.0
omeprazole	cyp1a1	[xsubj, induce, dobj]	1.0
omeprazole	cyp1a1	[nsubj, inhibited, dobj, activity, amod]	1.0
omeprazole	cyp1a1	[agent, induced, partmod, mrna, nn]	1.0
omeprazole	cyp1a1	[nsubj, induces, dobj]	1.0
cisplatin	xiap	[partmod, mediated, agent]	1.0
cisplatin	xiap	[prep_on, expression, nn]	1.0
verapamil	phospholipase	[xsubj, inhibit, dobj, activity, amod]	1.0
verapamil	phospholipase	[nsubj, inhibited, dobj, activity, amod]	1.0
verapamil	phospholipase	[amod, inhibitor, amod]	1.0
coxibs	cox2	[appos, inhibitors, prep_of]	1.0
vasopressin	adrenocorticotropin	[nsubj, induced, dobj, release, prep_of]	1.0
propranolol	cgrp	[agent, inhibited, nsubjpass, effects, prep_of]	1.0
cyclosporine	cyp3a4	[appos, inhibitor, prep_of]	1.0
cyclosporine	cyp3a4	[appos, inhibitors, nn]	1.0
cyclosporine	cyp3a4	[nsubj, inhibits, dobj]	1.0
cyclosporine	cyp3a4	[prep_such_as, substrates, num]	1.0
cyclosporine	cyp3a4	[nsubj, substrate, prep_of]	1.0
bevacizumab	vegf-a	[nsubj, antibody, amod]	1.0
bevacizumab	vegf-a	[nsubj, targets, dobj]	1.0
bevacizumab	vegf-a	[appos, antibody, amod]	1.0
bevacizumab	vegf-a	[appos, antibody, prep_to]	1.0
bevacizumab	vegf-a	[nsubj, specific, prep_for]	1.0
bevacizumab	vegf-a	[nsubj, antibody, appos]	1.0
bevacizumab	vegf-a	[appos, antibody, prep_against]	1.0
bevacizumab	vegf-a	[nsubj, antibody, prep_against]	1.0
bevacizumab	vegf-a	[nsubj, antibody, partmod, targeting, dobj]	1.0
acarbose	glp-1	[prep_by, release, nn]	1.0
acarbose	glp-1	[prep_on, release, nn]	1.0
lubiprostone	cftr	[nsubj, caused, prep_in]	1.0
cisplatin	cdk2	[xsubj, cells, amod]	1.0
cisplatin	cdk2	[nsubj, caused, prep_in, activity, amod]	1.0
tamoxifen	phospholipase	[prep_on, activity, nn]	1.0
tamoxifen	phospholipase	[prep_on, activation, amod]	1.0
fenofibrate	nf-kappab	[nsubj, inhibits, prep_by]	1.0
fenofibrate	nf-kappab	[prep_such_as, inhibitors, amod]	1.0
fenofibrate	nf-kappab	[nsubj, inhibited, dobj, activity, nn]	1.0
vasopressin	calcitonin	[dep, hormone, dep]	1.0
propofol	enos	[amod, synthase, appos]	1.0
propofol	enos	[amod, treatment, nsubj, increased, dobj, expression, amod]	1.0
propofol	enos	[prep_of, effects, dep]	1.0
propofol	enos	[nsubj, induces, dobj]	1.0
ketamine	hsp70	[nsubj, induced, dobj, expression, amod]	1.0
abarelix	gnrh	[nsubj, antagonist, nn]	1.0
abarelix	gnrh	[appos, antagonist, prep_of, receptor, nn]	1.0
noradrenaline	vasa	[prep_in, deferentia, nn]	1.0
noradrenaline	vasa	[prep_to, sensitive, nsubj]	1.0
il-2	gammac	[nn, beta, dep]	1.0
bezafibrate	ppar	[appos, activator, amod]	1.0
bezafibrate	ppar	[appos, agonist, amod]	1.0
trastuzumab	rac1	[amod, resistance, prep_in]	1.0
isoproterenol	calcitonin	[nsubj, stimulated, dobj, release, nn]	1.0
cisplatin	rpa2	[prep_to, response, prep_in]	1.0
mk-571	leukotriene	[appos, antagonist, amod]	1.0
mk-571	leukotriene	[amod, antagonist, amod]	1.0
mk-571	leukotriene	[amod, antagonists, amod]	1.0
mk-571	leukotriene	[appos, inhibitor, amod]	1.0
mk-571	leukotriene	[amod, inhibitors, amod]	1.0
mk-571	leukotriene	[amod, receptor, amod]	1.0
mk-571	leukotriene	[appos, antagonist, nn]	1.0
nadh	coq1	[nn, activity, nn]	1.0
pioglitazone	mmp-9	[nsubj, inhibited, dobj, synthesis, nn]	1.0
pioglitazone	mmp-9	[nsubj, decreased, dobj]	1.0
pertuzumab	her-2	[nsubj, antibody, prep_against]	1.0
mephenytoin	cyp2c19	[nsubjpass, metabolised, agent]	1.0
mephenytoin	cyp2c19	[nn, hydroxylase, appos]	1.0
mephenytoin	cyp2c19	[nsubjpass, metabolized, agent]	1.0
mephenytoin	cyp2c19	[appos, probe, nn]	1.0
mephenytoin	cyp2c19	[amod, metabolism, appos]	1.0
levetiracetam	sv2a	[prep_of, target, nsubj]	1.0
levetiracetam	sv2a	[nsubj, binds, dobj]	1.0
levetiracetam	sv2a	[nsubj, binds, prep_to]	1.0
carbachol	inositol	[appos, agonists, amod]	1.0
carbachol	inositol	[nsubj, stimulated, dobj, release, amod]	1.0
carbachol	inositol	[agent, induced, partmod, phosphates, amod]	1.0
carbachol	inositol	[amod, stimulates, nsubj]	1.0
carbachol	inositol	[prep_by, levels, amod]	1.0
carbachol	inositol	[prep_on, production, amod]	1.0
rapamycin	mcm6	[nsubj, inhibited, dobj]	1.0
rapamycin	mcm6	[nsubj, inhibits, dobj, expression, nn]	1.0
rapamycin	mcm6	[nsubj, inhibited, dobj, activity, nn]	1.0
prednisolone	il-18	[nsubj, increases, dobj, expression, nn]	1.0
protamine	heparan	[appos, protein, amod]	1.0
pyridostigmine	ghrh	[nn, administration, nn]	1.0
pyridostigmine	ghrh	[prep_of, effect, prep_on]	1.0
rifampin	cyp2c9	[appos, substrate, amod]	1.0
bisphosphonate	hebp	[prep_of, effects, nsubj]	1.0
chloroquine	tlr9	[appos, inhibitor, amod]	1.0
chloroquine	tlr9	[nsubj, had, dobj, effect, prep_on, expression, amod]	1.0
carvedilol	herg	[nsubj, blocked, xcomp]	1.0
voglibose	glp-1	[amod, secretion, nn]	1.0
voglibose	glp-1	[nsubj, increased, dobj, levels, nn]	1.0
propofol	ml-1	[prep_of, concentration, nsubj]	1.0
cyclosporin	cyclophilin	[amod, protein, appos]	1.0
cyclosporin	cyclophilin	[nn, a, appos]	1.0
cyclosporin	cyclophilin	[dep, inhibitor, nn]	1.0
cyclosporin	cyclophilin	[nsubj, inhibitor, nn]	1.0
cyclosporin	cyclophilin	[prep_for, protein, appos]	1.0
cyclosporin	cyclophilin	[prep_for, receptor, nsubj]	1.0
cyclosporin	cyclophilin	[nn, protein, appos]	1.0
cyclosporin	cyclophilin	[nn, a, amod]	1.0
cyclosporin	cyclophilin	[amod, activity, prep_of]	1.0
cyclosporin	cyclophilin	[nn, a, appos, inhibitor, prep_of]	1.0
digoxin	p-gp	[dobj, using, prep_as, substrate, nn]	1.0
digoxin	p-gp	[appos, substrate, nn]	1.0
digoxin	p-gp	[appos, substrate, prep_for]	1.0
digoxin	p-gp	[appos, probe, nn]	1.0
digoxin	p-gp	[prep_such_as, substrates, nn]	1.0
digoxin	p-gp	[nsubj, substrate, prep_of]	1.0
paclitaxel	mdr1	[amod, resistance, prep_in]	1.0
paclitaxel	mdr1	[appos, substrate, amod]	1.0
paclitaxel	mdr1	[prep_on, activity, amod]	1.0
resveratrol	erbb2	[nsubj, increased, dobj, levels, amod]	1.0
rapamycin	hgps	[prep_with, treated, partmod]	1.0
infliximab	copd	[prep_in, patients, amod]	1.0
nifedipine	nf-kappab	[nsubj, inhibited, dobj, binding, prep_of]	1.0
nifedipine	nf-kappab	[nsubj, inhibited, dobj, activation, prep_of]	1.0
dexamethasone	dheas	[prep_with, reduced, nsubjpass]	1.0
prednisolone	transcortin	[nsubjpass, bound, prep_to]	1.0
fk506	fkbp51	[nsubj, increased, dobj]	1.0
fk506	fkbp51	[amod, protein, appos]	1.0
fk506	fkbp51	[appos, inhibitor, prep_of]	1.0
fk506	fkbp51	[prep_with, expression, nn]	1.0
fk506	fkbp51	[amod, protein, dep]	1.0
isoproterenol	beta2ar	[amod, agonists, amod]	1.0
fk506	fkbp52	[nn, binding, prep_to]	1.0
fk506	fkbp52	[nn, protein, appos]	1.0
fk506	fkbp52	[amod, protein, dep]	1.0
fk506	fkbp59	[amod, protein, appos]	1.0
fk506	fkbp59	[dobj, binds, nsubj]	1.0
fk506	fkbp59	[nn, protein, appos]	1.0
metformin	dpp-4	[appos, inhibitors, nn]	1.0
metformin	dpp-4	[prep_with, inhibitor, nn]	1.0
metformin	dpp-4	[nsubj, inhibit, dobj, activity, nn]	1.0
metformin	dpp-4	[nsubj, inhibitor, nn]	1.0
metformin	dpp-4	[dep, inhibitor, amod]	1.0
metformin	dpp-4	[xsubj, inhibit, dobj]	1.0
octreotide	sstr2	[prep_for, affinity, dobj, has, nsubj]	1.0
octreotide	sstr2	[nsubj, binds, prep_to]	1.0
pge2	tgf-alpha	[amod, production, prep_by]	1.0
celecoxib	grp78	[nsubj, upregulated, dobj]	1.0
captopril	endothelin-1	[amod, levels, nn]	1.0
posaconazole	cyp3a4	[nsubj, inhibitor, prep_of]	1.0
posaconazole	cyp3a4	[nsubj, inhibitor, amod]	1.0
prazosin	alpha1	[appos, blocker, amod]	1.0
prazosin	alpha1	[appos, antagonist, amod]	1.0
prazosin	alpha1	[dep, antagonist, amod]	1.0
prazosin	alpha1	[prep_such_as, antagonists, amod]	1.0
prazosin	alpha1	[prep_by, blockade, amod]	1.0
prazosin	alpha1	[dep, antagonists, amod]	1.0
troglitazone	pai-1	[nsubj, decreased, dobj, expression, nn]	1.0
troglitazone	pai-1	[nsubj, reduced, dobj, expression, nn]	1.0
troglitazone	pai-1	[prep_of, effect, dobj, investigated, prep_on, expression, nn]	1.0
candesartan	vegf	[nsubj, suppressed, dobj, production, amod]	1.0
meloxicam	cox-2	[prep_such_as, inhibitors, nn]	1.0
meloxicam	cox-2	[dobj, inhibitors, nsubj]	1.0
meloxicam	cox-2	[nsubj, inhibitors, prep_of]	1.0
meloxicam	cox-2	[nsubj, inhibit, dobj]	1.0
meloxicam	cox-2	[appos, inhibitor, nn]	1.0
meloxicam	cox-2	[appos, inhibitor, prep_of]	1.0
meloxicam	cox-2	[appos, inhibitors, nn]	1.0
meloxicam	cox-2	[dep, inhibitor, nn]	1.0
meloxicam	cox-2	[nsubj, had, dobj]	1.0
meloxicam	cox-2	[nsubj, inhibitor, prep_of]	1.0
meloxicam	cox-2	[nsubj, inhibit, dobj, activity, prep_of]	1.0
meloxicam	cox-2	[prep_as, inhibitor, nn]	1.0
meloxicam	cox-2	[dep, inhibitors, nn]	1.0
meloxicam	cox-2	[nsubj, inhibitor, nn]	1.0
meloxicam	cox-2	[nsubj, inhibited, dobj]	1.0
meloxicam	cox-2	[appos, inhibitor, amod]	1.0
meloxicam	cox-2	[amod, selective, amod]	1.0
meloxicam	cox-2	[nsubj, selective, prep_for]	1.0
meloxicam	cox-2	[prep_of, effects, appos, inhibitor, nn]	1.0
meloxicam	cox-2	[xsubj, inhibitor, prep_of]	1.0
meloxicam	cox-2	[dep, inhibitor, amod]	1.0
meloxicam	cox-2	[appos, inhibitors, amod]	1.0
meloxicam	cox-2	[prep_such_as, inhibitor, nn]	1.0
meloxicam	cox-2	[nsubj, inhibitor, appos]	1.0
meloxicam	cox-2	[prep_with, inhibition, nn]	1.0
meloxicam	cox-2	[prep_of, administration, appos, inhibitor, prep_of]	1.0
meloxicam	cox-2	[nn, inhibitors, nn]	1.0
meloxicam	cox-2	[appos, inhibitor, appos]	1.0
meloxicam	cox-1	[nsubj, inhibitors, prep_of]	1.0
meloxicam	cox-1	[nsubj, inhibited, dobj]	1.0
meloxicam	cox-1	[xsubj, inhibit, dobj]	1.0
meloxicam	cox-1	[nsubj, inhibits, acomp]	1.0
dhea	il-10	[nsubj, suppressed, dobj]	1.0
dhea	il-10	[nsubj, increased, dobj, levels, nn]	1.0
metformin	aromatase	[dep, agonist, amod]	1.0
metformin	aromatase	[nsubj, inhibited, dobj, expression, amod]	1.0
palivizumab	icer	[prep_for, ratio, appos]	1.0
rosiglitazone	fgf-21	[prep_on, levels, nn]	1.0
il-2	bcl1	[nn, treatment, prep_of]	1.0
il-2	bcl1	[nn, system, nn]	1.0
halothane	ml-1	[prep_for, micrograms, amod]	1.0
carbachol	pkc-alpha	[prep_to, response, prep_in]	1.0
carbamates	cholinesterase	[prep_such_as, inhibitors, amod]	1.0
carbamates	cholinesterase	[appos, inhibitors, amod]	1.0
carbamates	cholinesterase	[dep, inhibitors, amod]	1.0
meperidine	il-1	[nsubj, alter, dobj, levels, nn]	1.0
cisplatin	jak2	[prep_to, enhanced, nsubj]	1.0
cisplatin	jak2	[nsubj, inhibited, dobj, phosphorylation, prep_of]	1.0
formoterol	gm-csf	[nsubj, reversed, dobj, effect, prep_of]	1.0
anakinra	il-1ra	[appos, antagonist, appos]	1.0
anakinra	il-1ra	[nsubj, form, prep_of]	1.0
anakinra	il-1ra	[appos, form, prep_of]	1.0
anakinra	il-1ra	[appos, antagonist, dep]	1.0
anakinra	il-1ra	[appos, agonist, nn]	1.0
anakinra	il-1ra	[nsubj, antagonist, appos]	1.0
hydroxyurea	chk1	[amod, phosphorylation, prep_of]	1.0
pyridoxal	nifs	[amod, enzyme, appos]	1.0
minocycline	parp-1	[prep_by, inhibited, nsubj, activity, nn]	1.0
clarithromycin	cyp2c19	[prep_of, metabolism, prep_in, involved, nsubjpass]	1.0
pravastatin	statin	[nn, treatment, amod]	1.0
pravastatin	statin	[appos, therapy, nn]	1.0
pravastatin	statin	[nsubj, inhibitor, appos]	1.0
pravastatin	statin	[dobj, compared, prep_with]	1.0
erlotinib	cyp3a4	[nsubjpass, metabolized, agent]	1.0
oxytocin	cpla2	[xsubj, expression, prep_of]	1.0
fluoxetine	herg	[nsubj, blocked, xcomp]	1.0
clofibrate	l-fabp	[acomp, using, partmod]	1.0
clofibrate	l-fabp	[prep_by, inducible, nsubj]	1.0
estriol	lactogen	[dep, globulin, appos]	1.0
telmisartan	ppar	[appos, agonist, prep_of]	1.0
estradiol	fasl	[agent, regulated, nsubjpass]	1.0
estradiol	fasl	[prep_by, expression, amod]	1.0
estradiol	fasl	[amod, expression, nn]	1.0
estradiol	fasl	[nsubj, regulates, dobj, expression, amod]	1.0
thyroxine	lactase	[nsubj, decreased, dobj, activity, amod]	1.0
thyroxine	lactase	[prep_on, activity, amod]	1.0
imatinib	cyp3a4	[nsubj, inhibitor, prep_of]	1.0
imatinib	cyp3a4	[nsubjpass, metabolized, agent]	1.0
imatinib	cyp3a4	[nsubj, inhibited, dobj]	1.0
imatinib	cyp3a4	[appos, inhibitor, amod]	1.0
imatinib	cyp3a4	[prep_with, inhibitor, amod]	1.0
imatinib	cyp3a4	[nsubj, inhibitor, amod]	1.0
imatinib	cyp3a4	[prep_by, activity, amod]	1.0
il-2	lymphokine	[appos, mrna, amod]	1.0
il-2	lymphokine	[nn, activity, amod]	1.0
il-2	lymphokine	[appos, production, amod]	1.0
il-2	lymphokine	[appos, interleukin, appos]	1.0
il-2	lymphokine	[prep_with, synergizes, nsubj]	1.0
il-2	lymphokine	[agent, followed, partmod]	1.0
il-2	lymphokine	[prep_on, induction, prep_of]	1.0
il-2	lymphokine	[nn, induced, nsubj]	1.0
il-2	lymphokine	[appos, production, nn]	1.0
procaterol	copd	[prep_in, treatment, prep_of]	1.0
procaterol	copd	[amod, patients, appos]	1.0
il-2	stat6	[agent, activated, nsubjpass]	1.0
vincristine	mdr1	[appos, substrate, nn]	1.0
vincristine	mdr1	[amod, resistance, prep_in]	1.0
il-2	stat4	[prep_to, response, prep_in]	1.0
il-2	stat4	[nsubj, induces, dobj, phosphorylation, prep_of]	1.0
il-2	stat5	[amod, mice, amod]	1.0
il-2	stat5	[nsubj, induces, dobj, phosphorylation, prep_of]	1.0
il-2	stat5	[nsubj, activates, dobj]	1.0
il-2	stat5	[agent, activated, nsubjpass]	1.0
forskolin	bdnf	[amod, factor, appos]	1.0
forskolin	bdnf	[amod, mrna, nn]	1.0
ezetimibe	npc1l1	[prep_of, target, nsubj]	1.0
ezetimibe	npc1l1	[appos, inhibitor, prep_of]	1.0
ezetimibe	npc1l1	[prep_of, target, xsubj]	1.0
ezetimibe	npc1l1	[prep_of, target, appos]	1.0
ezetimibe	npc1l1	[nsubj, binds, prep_to]	1.0
ezetimibe	npc1l1	[appos, inhibitor, appos]	1.0
budesonide	cyp3a	[amod, substrates, num]	1.0
debrisoquine	oct1	[nsubj, substrate, prep_of]	1.0
trastuzumab	erbb-2	[appos, antibody, amod]	1.0
trastuzumab	erbb-2	[appos, receptor, amod]	1.0
curcumin	p300	[nsubj, inhibitor, prep_of, activity, amod]	1.0
curcumin	p300	[appos, blocker, amod]	1.0
curcumin	p300	[xsubj, inhibit, dobj, activity, prep_of]	1.0
curcumin	p300	[appos, inhibitor, amod]	1.0
curcumin	p300	[prep_by, activity, amod]	1.0
thyrotropin	tsh-r	[amod, gene, appos]	1.0
thyrotropin	tsh-r	[amod, receptor, appos]	1.0
thyrotropin	tsh-r	[nn, gene, appos]	1.0
thyrotropin	tsh-r	[nn, expression, nn]	1.0
thyrotropin	tsh-r	[amod, genes, appos]	1.0
thyrotropin	tsh-r	[nn, receptors, appos]	1.0
thyrotropin	tsh-r	[nn, receptor, appos]	1.0
exemestane	aromatase	[nsubj, inhibits, dobj, activity, amod]	1.0
exemestane	aromatase	[prep_such_as, inhibitor, amod]	1.0
exemestane	aromatase	[appos, inhibitor, nn]	1.0
exemestane	aromatase	[nsubj, inactivator, prep_of]	1.0
exemestane	aromatase	[appos, inhibitor, prep_of]	1.0
exemestane	aromatase	[appos, inhibitors, nn]	1.0
exemestane	aromatase	[nsubj, inhibitors, amod]	1.0
exemestane	aromatase	[nsubj, inhibitor, prep_of]	1.0
exemestane	aromatase	[prep_of, effect, appos, inhibitor, nn]	1.0
exemestane	aromatase	[nsubj, inhibitor, nn]	1.0
exemestane	aromatase	[appos, inhibitor, amod]	1.0
exemestane	aromatase	[nsubj, one, prep_of, inhibitors, nn]	1.0
exemestane	aromatase	[amod, inhibitors, nn]	1.0
exemestane	aromatase	[amod, inhibitors, amod]	1.0
exemestane	aromatase	[prep_such_as, inhibitors, amod]	1.0
exemestane	aromatase	[dep, inhibitor, amod]	1.0
exemestane	aromatase	[appos, inhibitors, amod]	1.0
exemestane	aromatase	[nsubj, blocks, dobj]	1.0
exemestane	aromatase	[amod, inhibitor, nn]	1.0
exemestane	aromatase	[prep_including, inhibitors, amod]	1.0
exemestane	aromatase	[dep, inhibitors, amod]	1.0
exemestane	aromatase	[nsubj, inhibitor, amod]	1.0
exemestane	aromatase	[nn, inhibitors, nn]	1.0
exemestane	aromatase	[nsubj, inhibitors, nn]	1.0
estradiol	l-pgds	[amod, increases, nsubj]	1.0
estradiol	l-pgds	[amod, regulation, prep_of]	1.0
gemcitabine	dlts	[prep_of, toxicities, appos]	1.0
ketanserin	5-ht-2	[appos, antagonist, amod]	1.0
adalimumab	icer	[prep_of, ratio, appos]	1.0
il-2	stat1	[nsubj, induces, dobj, activation, prep_of]	1.0
il-2	stat1	[nsubj, activated, dobj]	1.0
bortezomib	hif-1alpha	[dobj, activity, amod]	1.0
il-2	stat3	[nsubj, induced, dobj, phosphorylation, prep_of]	1.0
il-2	stat3	[nsubj, induces, dobj, phosphorylation, prep_of]	1.0
il-2	stat3	[nsubj, activates, dobj]	1.0
il-2	stat3	[nsubj, activate, dobj]	1.0
efavirenz	cyp3a4	[nsubj, inducer, prep_of]	1.0
efavirenz	cyp3a4	[xsubj, induce, dobj]	1.0
efavirenz	cyp3a4	[prep_by, activity, amod]	1.0
