(gm-csf,mmp-12)	gm-csf	mmp-12	[agent, induced, nsubjpass, expression, nn]	1.0
(gm-csf,mmp-12)	gm-csf	mmp-12	[appos, factor, agent, induced, nsubjpass, expression, nn]	1.0
(metformin,dlx5)	metformin	dlx5	[nsubj, induced, prep_of]	1.0
(berberine,ho-1)	berberine	ho-1	[nsubj, increased, dobj, mrna, nn]	1.0
(paroxetine,sert)	paroxetine	sert	[prep_of, binding, amod]	1.0
(paroxetine,sert)	paroxetine	sert	[prep_including, antagonists, nn]	1.0
(paroxetine,sert)	paroxetine	sert	[xsubj, inhibitor, prep_of, transporter, appos]	1.0
(paroxetine,sert)	paroxetine	sert	[nsubj, inhibitor, prep_of]	1.0
(paroxetine,sert)	paroxetine	sert	[agent, achieved, partmod]	1.0
(paroxetine,sert)	paroxetine	sert	[amod, transporter, appos]	1.0
(dhea,cyp3a4)	dhea	cyp3a4	[prep_toward, exhibited, nsubj]	1.0
(timolol,cyp2d6)	timolol	cyp2d6	[nsubjpass, metabolized, agent]	1.0
(timolol,cyp2d6)	timolol	cyp2d6	[nsubjpass, metabolized, agent, enzyme, appos]	1.0
(leflunomide,cd25)	leflunomide	cd25	[prep_on, cells, nn]	1.0
(triamcinolone,mmp13)	triamcinolone	mmp13	[npadvmod, markedly, advmod, decreased, dobj, timpi, appos]	1.0
(l-arg,nf-kappab)	l-arg	nf-kappab	[nsubj, augmented, dobj, activation, amod]	1.0
(haloperidol,mao-b)	haloperidol	mao-b	[prep_of, biotransformation, nsubjpass, catalyzed, agent]	1.0
(doxorubicin,foxo3a)	doxorubicin	foxo3a	[dep, imatinib, rcmod, mediated, prep_through, activation, prep_of]	1.0
(doxorubicin,foxo3a)	doxorubicin	foxo3a	[nsubj, induce, dobj, translocation, prep_of]	1.0
(doxorubicin,foxo3a)	doxorubicin	foxo3a	[nsubj, caused, dobj, translocation, prep_of]	1.0
(doxorubicin,foxo3a)	doxorubicin	foxo3a	[prep_to, phosphorylated, nsubjpass]	1.0
(doxorubicin,foxo3a)	doxorubicin	foxo3a	[xsubj, phosphorylation, prep_of]	1.0
(glcnac,neurod1)	glcnac	neurod1	[amod, modification, prep_of]	1.0
(halothane,cyp2a6)	halothane	cyp2a6	[nsubjpass, reduced, agent]	1.0
(vapreotide,sstr2)	vapreotide	sstr2	[nsubj, has, dobj, affinity, prep_for]	1.0
(nadh,orfx)	nadh	orfx	[nn, dehydrogenase, appos]	1.0
(fluorescein,orp150)	fluorescein	orp150	[nn, isothiocyanate, prep_for]	1.0
(pilocarpine,p400)	pilocarpine	p400	[amod, administration, appos]	1.0
(corticosteroids,vegf)	corticosteroids	vegf	[prep_on, expression, nn]	1.0
(corticosteroids,vegf)	corticosteroids	vegf	[prep_by, production, amod]	1.0
(corticosteroids,vegf)	corticosteroids	vegf	[nsubj, suppressed, dobj, production, amod]	1.0
(corticosteroids,vegf)	corticosteroids	vegf	[prep_of, factor, appos]	1.0
(camptothecin,gstp1)	camptothecin	gstp1	[nn, expression, nn]	1.0
(curcumin,nf-kappabeta)	curcumin	nf-kappabeta	[nn, treatment, nsubj, resulted, prep_in, expression, prep_of]	1.0
(creatine,statin)	creatine	statin	[nn, kinase, prep_with]	1.0
(gefitinib,hsp70)	gefitinib	hsp70	[nsubj, suppresses, dobj, expression, prep_of]	1.0
(metoclopramide,cholinesterase)	metoclopramide	cholinesterase	[amod, activity, nn]	1.0
(metoclopramide,cholinesterase)	metoclopramide	cholinesterase	[nsubj, has, dobj, effect, amod]	1.0
(metoprolol,5-ht1a)	metoprolol	5-ht1a	[amod, receptors, amod, devoid, prep_of, affinity, prep_for]	1.0
(diazoxide,tasp)	diazoxide	tasp	[prep_by, inhibited, nsubj, effect, prep_of]	1.0
(tizanidine,pars)	tizanidine	pars	[amod, reticulata, nn]	1.0
(resveratrol,cyclooxygenase-1)	resveratrol	cyclooxygenase-1	[nsubj, shows, dobj]	1.0
(resveratrol,cyclooxygenase-1)	resveratrol	cyclooxygenase-1	[appos, compound, rcmod, inhibits, dobj, activity, amod]	1.0
(resveratrol,cyclooxygenase-1)	resveratrol	cyclooxygenase-1	[agent, inhibited, nsubjpass, activity, prep_of]	1.0
(resveratrol,cyclooxygenase-1)	resveratrol	cyclooxygenase-1	[dep, inhibitor, amod]	1.0
(resveratrol,cyclooxygenase-2)	resveratrol	cyclooxygenase-2	[nsubj, inhibited, dobj, expression, amod]	1.0
(resveratrol,cyclooxygenase-2)	resveratrol	cyclooxygenase-2	[nsubj, suppressed, dobj, expression, amod]	1.0
(ru486,esr2)	ru486	esr2	[nn, treatment, nsubj, caused, prep_in]	1.0
(ru486,esr1)	ru486	esr1	[nn, treatment, nsubj, caused, prep_in]	1.0
(zafirlukast,cyslt1)	zafirlukast	cyslt1	[appos, antagonist, amod]	1.0
(zafirlukast,cyslt1)	zafirlukast	cyslt1	[amod, binds, prep_to]	1.0
(zafirlukast,cyslt1)	zafirlukast	cyslt1	[nsubj, antagonists, amod]	1.0
(calcitriol,u-pa)	calcitriol	u-pa	[nsubj, induced, prep_in, mrna, amod]	1.0
(pilocarpine,phospholipase)	pilocarpine	phospholipase	[amod, effects, dobj, blocked, nsubj, pathway, partmod, leading, prep_to, effects, partmod, involved, dobj, c, nn]	1.0
(curcumin,pc-3)	curcumin	pc-3	[nsubj, inhibited, prep_in, cells, nn]	1.0
(corticosteroids,calcitonin)	corticosteroids	calcitonin	[prep_as, effective, nsubj]	1.0
(thiopental,nf-kappab)	thiopental	nf-kappab	[nsubj, inhibited, dobj, activation, amod]	1.0
(thiopental,nf-kappab)	thiopental	nf-kappab	[prep_of, effect, dobj, investigated, prep_on, activity, nn]	1.0
(thiopental,nf-kappab)	thiopental	nf-kappab	[nsubj, inhibit, dobj]	1.0
(thiopental,nf-kappab)	thiopental	nf-kappab	[nsubj, affect, dobj, activation, prep_of]	1.0
(thiopental,nf-kappab)	thiopental	nf-kappab	[nsubj, modulates, dobj, activation, prep_of]	1.0
(oxytocin,nociceptin)	oxytocin	nociceptin	[nn, neurons, prep_on]	1.0
(nadh,citrin)	nadh	citrin	[nn, shuttle, prep_of, component, nsubj]	1.0
(ofloxacin,parc)	ofloxacin	parc	[prep_of, target, nsubj]	1.0
(troglitazone,osteopontin)	troglitazone	osteopontin	[nsubj, reduces, dobj, expression, nn]	1.0
(troglitazone,osteopontin)	troglitazone	osteopontin	[nsubj, attenuated, dobj, expression, nn]	1.0
(mifepristone,mcp-1)	mifepristone	mcp-1	[amod, concentration, nn]	1.0
(aldosterone,nnos)	aldosterone	nnos	[amod, mrna, appos]	1.0
(imiquimod,cig5)	imiquimod	cig5	[amod, treatment, prep_after, increased, nsubjpass, expression, dep, mxa, appos]	1.0
(bretylium,ap-b)	bretylium	ap-b	[dep, ttx, agent, inhibited, nsubjpass, contractions, partmod, induced, agent]	1.0
(tolbutamide,gnrh)	tolbutamide	gnrh	[nsubj, increased, dobj, secretion, amod]	1.0
(prednisolone,gastrin)	prednisolone	gastrin	[nn, treatment, nsubj, increased, dobj, levels, nn]	1.0
(glibenclamide,niddm)	glibenclamide	niddm	[infmod, patients, nn]	1.0
(glibenclamide,niddm)	glibenclamide	niddm	[prep_of, effects, dobj, compare, prep_with]	1.0
(glibenclamide,niddm)	glibenclamide	niddm	[amod, patients, appos]	1.0
(glibenclamide,niddm)	glibenclamide	niddm	[amod, treatment, prep_of, effect, nsubjpass, studied, prep_in, patients, prep_with, mellitus, appos]	1.0
(glibenclamide,niddm)	glibenclamide	niddm	[nsubj, agent, prep_in]	1.0
(staurosporine,e-cadherin)	staurosporine	e-cadherin	[prep_to, cells, amod]	1.0
(cisplatin,oct2)	cisplatin	oct2	[prep_of, transport, dobj, mediates, nsubj]	1.0
(pentoxifylline,pai-1)	pentoxifylline	pai-1	[agent, reduced, nsubjpass, levels, nn]	1.0
(eplerenone,zo-1)	eplerenone	zo-1	[amod, treatment, nsubj, decreased, dobj, levels, nn]	1.0
(levorphanol,agas)	levorphanol	agas	[prep_of, determination, prep_for, method, amod]	1.0
(imatinib,adiponectin)	imatinib	adiponectin	[nsubj, increases, dobj, levels, nn]	1.0
(imatinib,adiponectin)	imatinib	adiponectin	[nn, modulates, nsubj]	1.0
(imatinib,adiponectin)	imatinib	adiponectin	[nsubj, stimulate, dobj, secretion, nn]	1.0
(topotecan,hif-1alpha)	topotecan	hif-1alpha	[appos, inhibition, nn]	1.0
(topotecan,hif-1alpha)	topotecan	hif-1alpha	[nsubj, blocked, prep_in]	1.0
(topotecan,hif-1alpha)	topotecan	hif-1alpha	[nsubj, modulate, dobj, expression, nn]	1.0
(dasatinib,cxcr4)	dasatinib	cxcr4	[nn, treatment, nsubj, increased, dobj, expression, prep_of]	1.0
(glcnac,gnt2)	glcnac	gnt2	[nn, ii, appos]	1.0
(nebivolol,mcp-1)	nebivolol	mcp-1	[nsubj, reduced, dobj, protein, amod]	1.0
(biguanides,cyp2c19)	biguanides	cyp2c19	[nsubjpass, metabolized, agent]	1.0
(pravastatin,slco1b3)	pravastatin	slco1b3	[appos, substrates, prep_of, uptake, dobj, mediates, nsubj, anion, partmod, transporting, dobj, polypeptide, appos]	1.0
(suramin,leukotriene)	suramin	leukotriene	[nsubj, inhibited, dobj, synthesis, nn]	1.0
(idarubicin,hdac)	idarubicin	hdac	[appos, anthracycline, prep_of, dose, prep_with, combined, partmod]	1.0
(pimozide,stat5)	pimozide	stat5	[dobj, identified, prep_as, inhibitor, nn]	1.0
(doxorubicin,pob1)	doxorubicin	pob1	[nsubjpass, inhibited, agent]	1.0
(genistein,sult)	genistein	sult	[prep_towards, displayed, nsubj]	1.0
(atenolol,beta1ar)	atenolol	beta1ar	[amod, antagonists, num]	1.0
(dexamethasone,ho-1)	dexamethasone	ho-1	[nsubj, showed, prep_on, expression, nn]	1.0
(ketamine,inositol)	ketamine	inositol	[prep_on, modulation, prep_of]	1.0
(n-acetylcysteine,vegf)	n-acetylcysteine	vegf	[nsubj, inhibits, dobj, production, amod]	1.0
(il-2,creb)	il-2	creb	[nsubj, activates, dobj]	1.0
(il-2,creb)	il-2	creb	[nsubj, induces, dobj, activity, nn]	1.0
(il-2,creb)	il-2	creb	[prep_by, binding, nn]	1.0
(suramin,mstn)	suramin	mstn	[nsubj, neutralized, dobj, effect, prep_of]	1.0
(estradiol,kcc2)	estradiol	kcc2	[nsubj, decreases, dobj, expression, amod]	1.0
(estradiol,kcc2)	estradiol	kcc2	[nsubj, influence, dobj, expression, amod]	1.0
(clozapine,bcl-2)	clozapine	bcl-2	[nsubj, modify, dobj, expression, prep_of]	1.0
(nadh,cox3)	nadh	cox3	[prep_of, encoding, dobj, subunits, dep]	1.0
(nadh,cox2)	nadh	cox2	[nn, dehydrogenase, appos]	1.0
(nadh,cox2)	nadh	cox2	[prep_of, encoding, dobj, subunits, dep]	1.0
(nadh,cox1)	nadh	cox1	[amod, gene, appos]	1.0
(il-2,crem)	il-2	crem	[nn, promoter, prep_to, binds, nsubj]	1.0
(propofol,cyp2b6)	propofol	cyp2b6	[nsubjpass, metabolized, agent, enzymes, nn]	1.0
(forskolin,asip)	forskolin	asip	[prep_of, effects, dobj, blocked, nsubj]	1.0
(curcumin,icam-1)	curcumin	icam-1	[nsubj, inhibits, dobj, expression, prep_of]	1.0
(curcumin,icam-1)	curcumin	icam-1	[nn, treatment, nsubj, decreased, dobj, expression, amod]	1.0
(curcumin,icam-1)	curcumin	icam-1	[nsubj, inhibited, dobj, expression, amod]	1.0
(sr144528,trpv1)	sr144528	trpv1	[appos, antagonist, amod]	1.0
(flumazenil,cck-4)	flumazenil	cck-4	[nsubj, antagonize, dobj, effects, prep_of]	1.0
(streptozocin,gastrin)	streptozocin	gastrin	[nsubj, has, dobj, effect, prep_on, cells, amod]	1.0
(tegaserod,cyp2e1)	tegaserod	cyp2e1	[dep, values, nsubj, inhibited, num]	1.0
(phenylephrine,inos)	phenylephrine	inos	[xsubj, activity, prep_of]	1.0
(raloxifene,af-1)	raloxifene	af-1	[nsubj, allows, dobj, activity, nn]	1.0
(vinorelbine,filgrastim)	vinorelbine	filgrastim	[prep_without, factor, appos]	1.0
(vinorelbine,filgrastim)	vinorelbine	filgrastim	[prep_with, support, nn]	1.0
(probenecid,trpv2)	probenecid	trpv2	[agent, activated, nsubjpass]	1.0
(probenecid,trpv2)	probenecid	trpv2	[nsubj, able, prep_to]	1.0
(micafungin,utr2)	micafungin	utr2	[nn, markedly, nsubj, increased, dobj]	1.0
(quinidine,octn2)	quinidine	octn2	[appos, substrate, amod]	1.0
(aldosterone,adrenocorticotropin)	aldosterone	adrenocorticotropin	[partmod, mediated, agent]	1.0
(fenofibrate,ena-78)	fenofibrate	ena-78	[agent, reduced, nsubjpass, protein, nn]	1.0
(atra,pkc-alpha)	atra	pkc-alpha	[prep_with, showed, nsubj]	1.0
(cetuximab,vegf-a)	cetuximab	vegf-a	[dep, critical, dep, targeting, dobj]	1.0
(oltipraz,nqo1)	oltipraz	nqo1	[nsubj, induces, dobj]	1.0
(phenelzine,maoa)	phenelzine	maoa	[prep_by, protected, dobj]	1.0
(pge2,semf)	pge2	semf	[appos, production, nn]	1.0
(glimepiride,glut4)	glimepiride	glut4	[nsubj, increased, dobj, content, amod]	1.0
(glimepiride,glut4)	glimepiride	glut4	[prep_of, expression, amod]	1.0
(sti-571,beta-catenin)	sti-571	beta-catenin	[nsubj, inhibit, dobj, activity, amod]	1.0
(sti-571,beta-catenin)	sti-571	beta-catenin	[nsubj, inhibited, dobj, activity, prep_of]	1.0
(carmustine,agat)	carmustine	agat	[partmod, mediated, agent]	1.0
(phenylephrine,inositol)	phenylephrine	inositol	[agent, induced, partmod, phosphates, amod]	1.0
(phenylephrine,inositol)	phenylephrine	inositol	[nsubj, increased, dobj, formation, amod]	1.0
(phenylephrine,inositol)	phenylephrine	inositol	[agent, increased, nsubjpass]	1.0
(phenylephrine,inositol)	phenylephrine	inositol	[nsubj, stimulated, dobj, formation, amod]	1.0
(phenylephrine,inositol)	phenylephrine	inositol	[nsubj, increased, dobj, turnover, amod]	1.0
(phenylephrine,inositol)	phenylephrine	inositol	[dep, acetylcholine, nsubj, effective, prepc_in, increasing, iobj, production, amod, phosphate, amod]	1.0
(phenylephrine,inositol)	phenylephrine	inositol	[nsubj, caused, prep_in, phosphate, amod]	1.0
(phenylephrine,inositol)	phenylephrine	inositol	[prep_by, phosphates, amod]	1.0
(phenylephrine,inositol)	phenylephrine	inositol	[nsubj, increased, dobj, formation, prep_of, phosphates, amod]	1.0
(tamoxifen,g1p3)	tamoxifen	g1p3	[dobj, antagonized, nsubj]	1.0
(paclitaxel,raf-1)	paclitaxel	raf-1	[amod, treatment, prep_to, resistant, nsubj, cells, nn]	1.0
(paclitaxel,raf-1)	paclitaxel	raf-1	[amod, activity, nn]	1.0
(simvastatin,rankl)	simvastatin	rankl	[prep_on, signaling, nn]	1.0
(erlotinib,stk10)	erlotinib	stk10	[prep_by, inhibited, advcl, inhibited, nsubj]	1.0
(letrozole,cyp19)	letrozole	cyp19	[prep_with, treated, partmod, cancer, prep_with, patients, prep_in, associated, nsubjpass, presence, prep_of, snp, prep_in, region, prep_of, gene, nn]	1.0
(tolterodine,cyp3a)	tolterodine	cyp3a	[nsubjpass, metabolised, prep_via]	1.0
(glimepiride,glut1)	glimepiride	glut1	[nsubj, increased, dobj, expression, prep_of]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[prep_by, inhibited, nsubj]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[nsubj, decreased, dobj]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[nsubj, prevented, dobj, effect, prep_of]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[appos, inhibition, nn]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[prep_of, administration, appos, inhibitor, nn]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[agent, abolished, nsubjpass, effect, prep_of]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[nn, antibody, nn]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[nsubj, inhibited, prep_by]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[appos, inhibitor, nn]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[appos, inhibitor, prep_of]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[agent, inhibited, nsubjpass]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[appos, inactivator, nn]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[appos, inhibitor, prep_of, activity, prep_of]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[rcmod, inhibits, dobj]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[appos, inhibitor, amod]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[dep, units, amod]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[prep_with, pretreatment, appos, inhibitor, nn]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[prep_by, activity, nn]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[prep_by, inhibited, nsubj, activity, prep_of]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[infmod, inhibit, dobj]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[nsubj, inhibited, dobj]	1.0
(aprotinin,kallikrein)	aprotinin	kallikrein	[nn, complex, nn]	1.0
(troglitazone,pparalpha)	troglitazone	pparalpha	[amod, agonists, prep_of]	1.0
(troglitazone,pparalpha)	troglitazone	pparalpha	[dep, ligand, nn]	1.0
(troglitazone,pparalpha)	troglitazone	pparalpha	[nsubj, has, dobj, effects, prep_on]	1.0
(troglitazone,pparalpha)	troglitazone	pparalpha	[appos, agonist, prep_for]	1.0
(troglitazone,pparalpha)	troglitazone	pparalpha	[nsubj, modulate, dobj, expression, prep_of]	1.0
(ceftriaxone,prsp)	ceftriaxone	prsp	[amod, pneumoniae, appos]	1.0
(ketamine,inos)	ketamine	inos	[amod, synthase, appos]	1.0
(bisoprolol,cyp2d6)	bisoprolol	cyp2d6	[nsubj, metabolized, nn]	1.0
(pimozide,cyp1a2)	pimozide	cyp1a2	[partmod, followed, agent]	1.0
(probucol,sr-bi)	probucol	sr-bi	[nsubj, stabilize, dobj, protein, amod]	1.0
(probucol,sr-bi)	probucol	sr-bi	[dobj, fed, partmod, mice, nn]	1.0
(probucol,sr-bi)	probucol	sr-bi	[nsubj, reduced, prep_in, mice, amod]	1.0
(probucol,sr-bi)	probucol	sr-bi	[nsubj, alter, dobj, levels, amod]	1.0
(probucol,sr-bi)	probucol	sr-bi	[nsubj, enhances, dobj, expression, amod]	1.0
(probucol,sr-bi)	probucol	sr-bi	[prep_on, expression, prep_of]	1.0
(probucol,sr-bi)	probucol	sr-bi	[nsubj, increase, dobj, protein, amod]	1.0
(chloramphenicol,beta-casein)	chloramphenicol	beta-casein	[amod, acetyltransferase, amod]	1.0
(quinidine,oxidoreductase)	quinidine	oxidoreductase	[prep_by, mediate, xsubj]	1.0
(hyaluronan,lyve-1)	hyaluronan	lyve-1	[dobj, expression, appos]	1.0
(hyaluronan,lyve-1)	hyaluronan	lyve-1	[nn, receptor, appos]	1.0
(hyaluronan,lyve-1)	hyaluronan	lyve-1	[nn, antibody, nn]	1.0
(hyaluronan,lyve-1)	hyaluronan	lyve-1	[nn, receptor, dep]	1.0
(hyaluronan,lyve-1)	hyaluronan	lyve-1	[prep_in, implicated, nsubjpass]	1.0
(ticagrelor,cyp2c9)	ticagrelor	cyp2c9	[nsubj, inhibited, dobj, activity, amod]	1.0
(apap,nf-kappab)	apap	nf-kappab	[nn, inhibition, prep_of, activation, amod]	1.0
(ouabain,a-ii)	ouabain	a-ii	[nsubj, inhibited, dobj, increase, amod]	1.0
(propofol,clps)	propofol	clps	[amod, system, appos]	1.0
(rituximab,cxcl13)	rituximab	cxcl13	[amod, infusion, prep_after, decreased, nsubj]	1.0
(ramipril,mmp-2)	ramipril	mmp-2	[amod, expression, nn]	1.0
(tamoxifen,gc-a)	tamoxifen	gc-a	[nsubj, inhibited, dobj, activation, prep_of]	1.0
(omeprazole,cyclooxygenase-2)	omeprazole	cyclooxygenase-2	[nsubj, increase, dobj, expression, amod]	1.0
(tacrine,apoe)	tacrine	apoe	[xsubj, genotype, nn]	1.0
(tacrine,apoe)	tacrine	apoe	[infmod, response, prep_of, predictors, nsubj, phenotype, amod]	1.0
(tacrine,apoe)	tacrine	apoe	[rcmod, effects, appos]	1.0
(ouabain,oatp1a2)	ouabain	oatp1a2	[nsubjpass, transported, agent]	1.0
(erythromycin,hoat2)	erythromycin	hoat2	[partmod, mediated, agent]	1.0
(dextran,vegf)	dextran	vegf	[nsubj, enhanced, prep_by, potentiation, prep_of, activities, prep_of, factor, appos]	1.0
(etoposide,top2a)	etoposide	top2a	[prep_by, targeting, dobj]	1.0
(etoposide,top2a)	etoposide	top2a	[nsubj, inhibitor, appos]	1.0
(azelastine,leukotriene)	azelastine	leukotriene	[nsubj, inhibits, dobj, generation, amod]	1.0
(eletriptan,cyp3a4)	eletriptan	cyp3a4	[prep_by, protein, nn]	1.0
(eletriptan,cyp3a4)	eletriptan	cyp3a4	[nsubjpass, metabolized, agent, enzyme, nn]	1.0
(eletriptan,cyp3a4)	eletriptan	cyp3a4	[nsubj, inducer, prep_of]	1.0
(gemfibrozil,a-ii)	gemfibrozil	a-ii	[amod, treatment, prep_during, increased, nsubj]	1.0
(hemin,vegf)	hemin	vegf	[prep_by, induction, prep_of]	1.0
(estradiol,gth2)	estradiol	gth2	[amod, secretion, appos]	1.0
(dicoumarol,sapk)	dicoumarol	sapk	[appos, inhibitor, prep_of, kinase, appos]	1.0
(dicoumarol,sapk)	dicoumarol	sapk	[nsubj, blocked, dobj, activation, prep_of]	1.0
(primaquine,herg)	primaquine	herg	[prep_by, channel, amod]	1.0
(primaquine,herg)	primaquine	herg	[nsubj, inhibited, xcomp]	1.0
(gefitinib,cyp1a2)	gefitinib	cyp1a2	[amod, metabolism, prep_in, involved, advcl, involved, nsubjpass]	1.0
(dicumarol,muc5ac)	dicumarol	muc5ac	[nsubj, inhibited, dobj, expression, amod]	1.0
(losartan,cx43)	losartan	cx43	[nsubj, inhibit, dobj, expression, prep_of]	1.0
(sertindole,cyp3a4)	sertindole	cyp3a4	[nsubjpass, metabolized, advcl, metabolized, agent]	1.0
(sirolimus,il-10)	sirolimus	il-10	[nsubj, decreased, dobj, accumulation, nn]	1.0
(sirolimus,il-10)	sirolimus	il-10	[nsubj, inhibits, dobj, production, nn]	1.0
(ivermectin,fkbp12)	ivermectin	fkbp12	[nsubj, removed, dobj]	1.0
(carbachol,cyclooxygenase-2)	carbachol	cyclooxygenase-2	[agent, induced, nsubjpass]	1.0
(isoproterenol,nociceptin)	isoproterenol	nociceptin	[prep_than, potent, nsubj]	1.0
(lidocaine,asic)	lidocaine	asic	[prep_on, currents, nn]	1.0
(clozapine,glt-1)	clozapine	glt-1	[nsubj, reduces, dobj, expression, nn]	1.0
(trastuzumab,p185)	trastuzumab	p185	[nsubj, specific, prep_for]	1.0
(flavopiridol,cdk1)	flavopiridol	cdk1	[xsubj, inhibit, dobj]	1.0
(resveratrol,pghs-1)	resveratrol	pghs-1	[nsubj, act, prep_as, inhibitor, nn]	1.0
(resveratrol,pghs-1)	resveratrol	pghs-1	[prep_with, pretreatment, appos, inhibitor, prep_of]	1.0
(resveratrol,pghs-1)	resveratrol	pghs-1	[appos, inhibitor, nn]	1.0
(resveratrol,pghs-1)	resveratrol	pghs-1	[nsubj, inhibitor, prep_of]	1.0
(resveratrol,pghs-1)	resveratrol	pghs-1	[nsubj, inhibited, dobj, activity, prep_of]	1.0
(troglitazone,nf-kappab)	troglitazone	nf-kappab	[nsubj, inhibited, ccomp]	1.0
(hctz,mllt3)	hctz	mllt3	[prep_to, associated, nsubjpass]	1.0
(cisplatin,pms2)	cisplatin	pms2	[prep_of, effect, dobj, enhanced, nsubj]	1.0
(rosiglitazone,ipf1)	rosiglitazone	ipf1	[prep_by, promoter, amod]	1.0
(flavopiridol,cdk9)	flavopiridol	cdk9	[appos, inhibitor, nn]	1.0
(flavopiridol,cdk9)	flavopiridol	cdk9	[nsubj, binds, prep_to, site, prep_of]	1.0
(flavopiridol,cdk9)	flavopiridol	cdk9	[appos, inhibitor, rcmod, inhibits, dobj]	1.0
(pentobarbital,sp-b)	pentobarbital	sp-b	[amod, sodium, prep_with, anesthetized, amod, volumes, dobj, compared, advcl, investigate, dobj, effects, prep_of, b, appos]	1.0
(clenbuterol,cgrp)	clenbuterol	cgrp	[xsubj, inhibit, dobj, release, nn]	1.0
(pentobarbital,sp-c)	pentobarbital	sp-c	[amod, sodium, prep_with, anesthetized, amod, volumes, dobj, compared, advcl, investigate, dobj, effects, prep_of, b, appos]	1.0
(flavopiridol,cdk4)	flavopiridol	cdk4	[appos, compound, rcmod, inhibits, dobj, activity, amod]	1.0
(noradrenaline,chrs)	noradrenaline	chrs	[nn, concentrations, prep_with, associated, nsubjpass]	1.0
(propranolol,fmlp)	propranolol	fmlp	[nsubj, blocked, prep_to]	1.0
(flavopiridol,cdk2)	flavopiridol	cdk2	[prep_with, inhibiting, dobj, activity, amod]	1.0
(flavopiridol,cdk2)	flavopiridol	cdk2	[nsubj, inhibited, dobj, activity, prep_of]	1.0
(flavopiridol,cdk2)	flavopiridol	cdk2	[amod, derivatives, prep_to]	1.0
(flavopiridol,cdk2)	flavopiridol	cdk2	[amod, inhibitors, prep_of]	1.0
(n-acetylcysteine,akr1c3)	n-acetylcysteine	akr1c3	[agent, suppressed, nsubjpass, increase, prep_in, levels, amod]	1.0
(nimesulide,cyp1a1)	nimesulide	cyp1a1	[nsubj, induced, dobj, expression, prep_of]	1.0
(dexamethasone,alpha-lactalbumin)	dexamethasone	alpha-lactalbumin	[prep_with, increased, nsubjpass]	1.0
(ng-monomethyl-l-arginine,il-1)	ng-monomethyl-l-arginine	il-1	[nsubj, inhibited, prep_by]	1.0
(irbesartan,inos)	irbesartan	inos	[nsubj, decrease, dobj, mrna, amod]	1.0
(kanamycin,hypa)	kanamycin	hypa	[nn, cassette, agent, interrupted, nsubjpass]	1.0
(mivacurium,bche)	mivacurium	bche	[prep_such_as, drugs, partmod, metabolized, agent]	1.0
(captopril,p450scc)	captopril	p450scc	[nsubj, abolished, prep_on]	1.0
(rosuvastatin,bcrp)	rosuvastatin	bcrp	[prep_of, disposition, prep_in, role, dobj, plays, nsubj]	1.0
(chloramphenicol,igf-ii)	chloramphenicol	igf-ii	[amod, gene, prep_to, linked, partmod, promoter, nn]	1.0
(fluoxetine,s100b)	fluoxetine	s100b	[amod, treatment, nsubj, increased, dobj]	1.0
(genistein,hif-1alpha)	genistein	hif-1alpha	[nsubj, suppress, dobj, expression, nn]	1.0
(genistein,hif-1alpha)	genistein	hif-1alpha	[prep_of, addition, appos, inhibitor, prep_of]	1.0
(genistein,hif-1alpha)	genistein	hif-1alpha	[nsubj, prevented, dobj, increase, prep_in]	1.0
(genistein,hif-1alpha)	genistein	hif-1alpha	[prep_by, expression, nn]	1.0
(apap,pparalpha)	apap	pparalpha	[nn, treatment, prep_following, activity, nn]	1.0
(cyclosporin,nfatc1)	cyclosporin	nfatc1	[nn, a, dep]	1.0
(cyclosporin,nfatc1)	cyclosporin	nfatc1	[nn, a, prep_by]	1.0
(genistein,leukotriene)	genistein	leukotriene	[nsubj, inhibited, dobj, production, amod]	1.0
(genistein,leukotriene)	genistein	leukotriene	[nsubj, inhibited, xcomp]	1.0
(cyclosporin,nfatc3)	cyclosporin	nfatc3	[amod, translocation, prep_of]	1.0
(captopril,kininogen)	captopril	kininogen	[nsubj, alter, dobj, levels, nn]	1.0
