(triazolam,cyp3a)	triazolam	cyp3a	[nsubjpass, metabolized, agent]	1.0
(triazolam,cyp3a)	triazolam	cyp3a	[appos, substrate, prep_of]	1.0
(losartan,cx43)	losartan	cx43	[nsubj, inhibit, dobj, expression, prep_of]	1.0
(estradiol,gnrh)	estradiol	gnrh	[amod, hormone, appos]	1.0
(estradiol,gnrh)	estradiol	gnrh	[prep_of, effects, prep_on]	1.0
(estradiol,gnrh)	estradiol	gnrh	[nn, hormone, appos]	1.0
(estradiol,gnrh)	estradiol	gnrh	[infmod, inhibit, dobj]	1.0
(estradiol,gnrh)	estradiol	gnrh	[prep_by, expression, amod]	1.0
(estradiol,gnrh)	estradiol	gnrh	[amod, receptors, appos]	1.0
(estradiol,gnrh)	estradiol	gnrh	[prep_with, combination, prep_in]	1.0
(estradiol,gnrh)	estradiol	gnrh	[prep_on, activity, nn]	1.0
(estradiol,gnrh)	estradiol	gnrh	[nsubj, reduced, dobj, secretion, prep_of]	1.0
(estradiol,gnrh)	estradiol	gnrh	[prep_on, hormone, appos]	1.0
(estradiol,gnrh)	estradiol	gnrh	[prep_on, secretion, prep_of]	1.0
(estradiol,gnrh)	estradiol	gnrh	[prep_on, secretion, amod]	1.0
(ciprofloxacin,cyp1a2)	ciprofloxacin	cyp1a2	[appos, inhibitor, nn]	1.0
(ciprofloxacin,cyp1a2)	ciprofloxacin	cyp1a2	[nsubj, inhibitor, prep_of]	1.0
(phenylephrine,phospholipase)	phenylephrine	phospholipase	[nn, activity, amod]	1.0
(phenylephrine,phospholipase)	phenylephrine	phospholipase	[amod, stimulates, nsubj]	1.0
(resveratrol,pghs-1)	resveratrol	pghs-1	[appos, inhibitor, nn]	1.0
(resveratrol,pghs-1)	resveratrol	pghs-1	[nsubj, inhibitor, prep_of]	1.0
(resveratrol,pghs-1)	resveratrol	pghs-1	[nsubj, inhibited, dobj, activity, prep_of]	1.0
(troglitazone,nf-kappab)	troglitazone	nf-kappab	[nsubj, inhibited, ccomp]	1.0
(imatinib,m-csf)	imatinib	m-csf	[nsubj, inhibited, dobj, activation, amod]	1.0
(rapamycin,irs-1)	rapamycin	irs-1	[nsubj, inhibited, dobj, phosphorylation, nn]	1.0
(rapamycin,irs-1)	rapamycin	irs-1	[agent, inhibited, rcmod]	1.0
(flavopiridol,cdk9)	flavopiridol	cdk9	[appos, inhibitor, nn]	1.0
(imatinib,pdgfra)	imatinib	pdgfra	[nsubj, inhibited, dobj, autophosphorylation, prep_of]	1.0
(imatinib,pdgfra)	imatinib	pdgfra	[agent, inhibited, rcmod]	1.0
(fentanyl,ml-1)	fentanyl	ml-1	[amod, concentrations, appos]	1.0
(fentanyl,ml-1)	fentanyl	ml-1	[nn, concentration, nsubj]	1.0
(fentanyl,ml-1)	fentanyl	ml-1	[dep, micrograms, amod]	1.0
(propranolol,fmlp)	propranolol	fmlp	[nsubj, blocked, prep_to]	1.0
(flavopiridol,cdk2)	flavopiridol	cdk2	[amod, inhibitors, prep_of]	1.0
(flavopiridol,cdk2)	flavopiridol	cdk2	[nsubj, inhibited, dobj, activity, prep_of]	1.0
(levodopa,mao-b)	levodopa	mao-b	[appos, inhibitor, amod]	1.0
(estradiol,cftr)	estradiol	cftr	[nsubj, regulate, dobj, expression, prep_of]	1.0
(ng-monomethyl-l-arginine,il-1)	ng-monomethyl-l-arginine	il-1	[nsubj, inhibited, prep_by]	1.0
(mithramycin,calcitonin)	mithramycin	calcitonin	[pobj, with, pcomp, combined, prep]	1.0
(tranilast,bfgf)	tranilast	bfgf	[amod, group, prep_in]	1.0
(tranilast,bfgf)	tranilast	bfgf	[nsubj, inhibited, dobj, release, prep_of]	1.0
(tranilast,bfgf)	tranilast	bfgf	[nsubj, inhibited, dobj, factor, appos]	1.0
(candesartan,at1r)	candesartan	at1r	[appos, antagonist, amod]	1.0
(candesartan,at1r)	candesartan	at1r	[prep_such_as, antagonists, nn]	1.0
(candesartan,at1r)	candesartan	at1r	[amod, receptor, appos]	1.0
(candesartan,at1r)	candesartan	at1r	[appos, inhibitor, prep_of]	1.0
(candesartan,at1r)	candesartan	at1r	[appos, receptor, appos]	1.0
(candesartan,at1r)	candesartan	at1r	[prep_by, blockade, amod]	1.0
(candesartan,at1r)	candesartan	at1r	[appos, antagonist, nn]	1.0
(fluoxetine,s100b)	fluoxetine	s100b	[amod, treatment, nsubj, increased, dobj]	1.0
(genistein,hif-1alpha)	genistein	hif-1alpha	[prep_of, addition, appos, inhibitor, prep_of]	1.0
(genistein,hif-1alpha)	genistein	hif-1alpha	[prep_by, expression, nn]	1.0
(gp120,dc-sign)	gp120	dc-sign	[prep_to, binds, nsubj]	1.0
(gp120,dc-sign)	gp120	dc-sign	[dobj, binds, nsubj]	1.0
(gp120,dc-sign)	gp120	dc-sign	[prep_of, binding, prep_to]	1.0
(gp120,dc-sign)	gp120	dc-sign	[prep_for, receptor, nsubj]	1.0
(gp120,dc-sign)	gp120	dc-sign	[dobj, bind, nsubj]	1.0
(gp120,dc-sign)	gp120	dc-sign	[nsubj, binds, prep_to]	1.0
(pantoprazole,gastrin)	pantoprazole	gastrin	[prep_with, treatment, prep_after]	1.0
(rimonabant,cb1r)	rimonabant	cb1r	[appos, antagonist, nn]	1.0
(rosiglitazone,atgl)	rosiglitazone	atgl	[nsubj, increased, dobj, levels, amod]	1.0
(rosiglitazone,atgl)	rosiglitazone	atgl	[amod, regulation, prep_of]	1.0
(infliximab,cvid)	infliximab	cvid	[prep_with, treated, partmod]	1.0
(sorafenib,c-raf)	sorafenib	c-raf	[nsubj, inhibited, dobj, activity, prep_of]	1.0
(telithromycin,cyp3a4)	telithromycin	cyp3a4	[nsubj, inhibits, dobj]	1.0
(gemfibrozil,ppar)	gemfibrozil	ppar	[appos, agonists, amod]	1.0
(gemfibrozil,ppar)	gemfibrozil	ppar	[appos, receptor, appos]	1.0
(edrophonium,cholinesterase)	edrophonium	cholinesterase	[appos, inhibitor, nn]	1.0
(edrophonium,cholinesterase)	edrophonium	cholinesterase	[appos, inhibitors, nn]	1.0
(edrophonium,cholinesterase)	edrophonium	cholinesterase	[appos, inhibitor, amod]	1.0
(edrophonium,cholinesterase)	edrophonium	cholinesterase	[prep_by, inhibition, amod]	1.0
(docetaxel,pc-3)	docetaxel	pc-3	[amod, inhibition, prep_of]	1.0
(docetaxel,pc-3)	docetaxel	pc-3	[prep_with, treated, nsubjpass]	1.0
(docetaxel,pc-3)	docetaxel	pc-3	[prep_to, resistant, nsubj, cells, nn]	1.0
(ptk787,vegf)	ptk787	vegf	[appos, blocker, nn]	1.0
(ptk787,vegf)	ptk787	vegf	[appos, antagonist, nn]	1.0
(captopril,kininogen)	captopril	kininogen	[nsubj, alter, dobj, levels, nn]	1.0
(methotrexate,il-1)	methotrexate	il-1	[nsubj, inhibited, dobj, activity, nn]	1.0
(l-citrulline,inos)	l-citrulline	inos	[amod, synthase, appos]	1.0
(aprepitant,cyp3a4)	aprepitant	cyp3a4	[nn, activity, nn]	1.0
(aprepitant,cyp3a4)	aprepitant	cyp3a4	[appos, inhibitor, nn]	1.0
(aprepitant,cyp3a4)	aprepitant	cyp3a4	[nsubj, inhibitor, prep_of]	1.0
(aprepitant,cyp3a4)	aprepitant	cyp3a4	[nsubj, substrate, amod]	1.0
(rosuvastatin,enos)	rosuvastatin	enos	[nn, resistance, prep_in, involved, nsubjpass]	1.0
(il-2,jak3)	il-2	jak3	[agent, induced, partmod, phosphorylation, amod]	1.0
(il-2,jak3)	il-2	jak3	[nsubj, stimulated, dobj]	1.0
(estradiol,bcl-2)	estradiol	bcl-2	[prep_on, levels, nn]	1.0
(estradiol,bcl-2)	estradiol	bcl-2	[nsubj, modulates, dobj, expression, prep_of]	1.0
(estradiol,bcl-2)	estradiol	bcl-2	[amod, treatment, nsubj, increased, dobj, expression, amod]	1.0
(estradiol,bcl-2)	estradiol	bcl-2	[prep_of, target, appos]	1.0
(estradiol,bcl-2)	estradiol	bcl-2	[amod, expression, prep_of]	1.0
(glcnac,udp-galnac)	glcnac	udp-galnac	[nn, beta, dep]	1.0
(il-2,jak1)	il-2	jak1	[nn, beta, dep]	1.0
(il-2,jak1)	il-2	jak1	[nsubj, activates, dobj]	1.0
(chloramphenicol,acyltransferase)	chloramphenicol	acyltransferase	[amod, activity, nn]	1.0
(chloramphenicol,acyltransferase)	chloramphenicol	acyltransferase	[amod, gene, nn]	1.0
(chloramphenicol,acyltransferase)	chloramphenicol	acyltransferase	[nn, gene, nn]	1.0
(estradiol,er-beta)	estradiol	er-beta	[nsubj, increased, dobj, expression, prep_of, mrna, amod]	1.0
(estradiol,er-beta)	estradiol	er-beta	[prep_by, expression, amod]	1.0
(il-2,inos)	il-2	inos	[amod, synthase, appos]	1.0
(il-2,inos)	il-2	inos	[amod, mrna, appos]	1.0
(trastuzumab,pi3k)	trastuzumab	pi3k	[prep_to, associated, nsubjpass]	1.0
(trastuzumab,pi3k)	trastuzumab	pi3k	[nsubj, decreased, dobj]	1.0
(atra,aida)	atra	aida	[appos, protocol, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, reduced, dobj, expression, amod]	1.0
(curcumin,cox-2)	curcumin	cox-2	[prep_such_as, inhibitors, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, suppresses, dobj, expression, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[prep_on, levels, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, decrease, dobj, expression, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, inhibited, dobj, expression, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[appos, inhibitor, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, blocked, dobj, expression, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, decreased, dobj, expression, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, inhibited, dobj, induction, prep_of]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, increase, dobj, expression, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, stimulated, dobj]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, inhibited, dobj, activity, prep_of]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, suppresses, dobj, expression, prep_of]	1.0
(curcumin,cox-2)	curcumin	cox-2	[prep_of, effect, dobj, investigate, prep_on, expression, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, inhibits, dobj, expression, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[nsubj, inhibited, dobj, activity, nn]	1.0
(curcumin,cox-2)	curcumin	cox-2	[prep_of, effects, dobj, investigated, prep_on, expression, prep_of]	1.0
(nimesulide,cyclooxygenase-2)	nimesulide	cyclooxygenase-2	[appos, inhibitor, prep_of]	1.0
(nimesulide,cyclooxygenase-2)	nimesulide	cyclooxygenase-2	[nsubj, inhibitor, prep_of]	1.0
(nimesulide,cyclooxygenase-2)	nimesulide	cyclooxygenase-2	[appos, inhibitor, amod]	1.0
(nimesulide,cyclooxygenase-2)	nimesulide	cyclooxygenase-2	[amod, inhibitor, amod]	1.0
(nimesulide,cyclooxygenase-2)	nimesulide	cyclooxygenase-2	[amod, activity, amod]	1.0
(nimesulide,cyclooxygenase-2)	nimesulide	cyclooxygenase-2	[dep, inhibitors, amod]	1.0
(nimesulide,cyclooxygenase-2)	nimesulide	cyclooxygenase-2	[nsubj, inhibitor, amod]	1.0
(curcumin,cox-1)	curcumin	cox-1	[agent, inhibited, nsubjpass]	1.0
(ketanserin,5-ht2c)	ketanserin	5-ht2c	[dep, antagonists, num]	1.0
(clomiphene,aromatase)	clomiphene	aromatase	[amod, inhibitors, amod]	1.0
(rolipram,il-10)	rolipram	il-10	[nsubj, increases, dobj, mrna, nn]	1.0
(ketanserin,5-ht2a)	ketanserin	5-ht2a	[appos, antagonist, appos]	1.0
(ketanserin,5-ht2a)	ketanserin	5-ht2a	[appos, antagonist, num]	1.0
(ketanserin,5-ht2a)	ketanserin	5-ht2a	[appos, antagonist, amod]	1.0
(ketanserin,5-ht2a)	ketanserin	5-ht2a	[dep, antagonist, amod]	1.0
(ketanserin,5-ht2a)	ketanserin	5-ht2a	[amod, antagonists, num]	1.0
(ketanserin,5-ht2a)	ketanserin	5-ht2a	[dep, antagonists, num]	1.0
(ketanserin,5-ht2a)	ketanserin	5-ht2a	[amod, selective, dep]	1.0
(testolactone,aromatase)	testolactone	aromatase	[prep_such_as, inhibitors, nn]	1.0
(testolactone,aromatase)	testolactone	aromatase	[appos, inhibitors, nn]	1.0
(testolactone,aromatase)	testolactone	aromatase	[appos, inhibitor, amod]	1.0
(testolactone,aromatase)	testolactone	aromatase	[amod, inhibitors, amod]	1.0
(testolactone,aromatase)	testolactone	aromatase	[prep_such_as, inhibitors, amod]	1.0
(testolactone,aromatase)	testolactone	aromatase	[nsubj, inhibitor, amod]	1.0
(clozapine,g-csf)	clozapine	g-csf	[nsubj, increased, dobj, levels, nn]	1.0
(metoprolol,cyp2d6)	metoprolol	cyp2d6	[nsubj, bound, prep_to]	1.0
(metoprolol,cyp2d6)	metoprolol	cyp2d6	[nsubjpass, metabolized, agent]	1.0
(metoprolol,cyp2d6)	metoprolol	cyp2d6	[prep_in, patients, prep_with]	1.0
(metoprolol,cyp2d6)	metoprolol	cyp2d6	[appos, probe, nn]	1.0
(metoprolol,cyp2d6)	metoprolol	cyp2d6	[appos, substrate, amod]	1.0
(metoprolol,cyp2d6)	metoprolol	cyp2d6	[nsubj, substrate, amod]	1.0
(doxycycline,mmp-13)	doxycycline	mmp-13	[prep_by, inhibited, nsubj, activity, prep_of]	1.0
(melatonin,hif-1)	melatonin	hif-1	[nsubj, inhibited, dobj, activity, nn]	1.0
(tetrahydrobiopterin,calmodulin)	tetrahydrobiopterin	calmodulin	[pobj, by, dep, by, pobj]	1.0
(repaglinide,cyp2c8)	repaglinide	cyp2c8	[nsubjpass, metabolised, agent]	1.0
(tamoxifen,shbg)	tamoxifen	shbg	[prep_of, effect, appos]	1.0
(tamoxifen,shbg)	tamoxifen	shbg	[prep_on, expression, nn]	1.0
(tranylcypromine,lsd1)	tranylcypromine	lsd1	[prep_with, inhibiting, dobj]	1.0
(tranylcypromine,lsd1)	tranylcypromine	lsd1	[nsubj, showed, prep_on]	1.0
(tranylcypromine,lsd1)	tranylcypromine	lsd1	[nsubj, inhibitor, nn]	1.0
(rapamycin,survivin)	rapamycin	survivin	[nsubj, inhibited, dobj, expression, nn]	1.0
(rapamycin,survivin)	rapamycin	survivin	[nsubj, induces, dobj, expression, prep_of]	1.0
(rapamycin,survivin)	rapamycin	survivin	[nsubj, regulates, dobj, expression, amod]	1.0
(albendazole,vegf)	albendazole	vegf	[amod, expression, appos]	1.0
(isoflurane,inos)	isoflurane	inos	[nsubj, decreased, dobj, expression, nn]	1.0
(atorvastatin,rac1)	atorvastatin	rac1	[nsubj, caused, dobj, inhibition, prep_of]	1.0
(atorvastatin,rac1)	atorvastatin	rac1	[nsubj, inhibited, dobj, expression, amod]	1.0
(il-2,socs-3)	il-2	socs-3	[agent, induced, partmod, mrna, nn]	1.0
(il-2,socs-3)	il-2	socs-3	[agent, induced, nsubjpass]	1.0
(arsenite,securin)	arsenite	securin	[prep_on, expression, prep_of]	1.0
(melatonin,gpcr)	melatonin	gpcr	[prep_for, receptor, appos]	1.0
(melatonin,gpcr)	melatonin	gpcr	[amod, receptors, appos]	1.0
(fenofibrate,pai-1)	fenofibrate	pai-1	[amod, activity, nn]	1.0
(fenofibrate,pai-1)	fenofibrate	pai-1	[amod, expression, appos]	1.0
(curcumin,nfkappab)	curcumin	nfkappab	[prep_with, treated, partmod, cells, prep_in]	1.0
(curcumin,nfkappab)	curcumin	nfkappab	[nsubj, inhibit, dobj]	1.0
(curcumin,nfkappab)	curcumin	nfkappab	[infmod, inhibit, dobj]	1.0
(curcumin,nfkappab)	curcumin	nfkappab	[nsubj, inhibits, dobj]	1.0
(curcumin,nfkappab)	curcumin	nfkappab	[nsubj, decreased, dobj, levels, prep_of]	1.0
(curcumin,nfkappab)	curcumin	nfkappab	[prep_of, effect, dobj, study, prep_on, expression, prep_of]	1.0
(curcumin,nfkappab)	curcumin	nfkappab	[amod, activation, prep_of]	1.0
(curcumin,nfkappab)	curcumin	nfkappab	[prep_on, expression, prep_of]	1.0
(curcumin,nfkappab)	curcumin	nfkappab	[nsubj, inhibits, dobj, activation, prep_of]	1.0
(escitalopram,sert)	escitalopram	sert	[prep_by, inhibition, prep_of]	1.0
(salmeterol,beta2ar)	salmeterol	beta2ar	[appos, agonist, amod]	1.0
(tamoxifen,nppb)	tamoxifen	nppb	[appos, acid, appos]	1.0
(il-2,inositol)	il-2	inositol	[appos, production, amod]	1.0
(sumatriptan,cgrp)	sumatriptan	cgrp	[nsubj, had, prep_to]	1.0
(pgi2,edrf)	pgi2	edrf	[appos, factor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_as, inhibitor, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_such_as, inhibitors, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_such_as, inhibitors, nn]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, receptor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_to, showed, nsubj]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_with, inhibiting, dobj]	1.0
(gefitinib,egfr)	gefitinib	egfr	[amod, inhibitors, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_for, affinity, dobj, has, nsubj]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibitor, prep_of, receptor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[amod, inhibition, nn]	1.0
(gefitinib,egfr)	gefitinib	egfr	[amod, treatment, prep_of]	1.0
(gefitinib,egfr)	gefitinib	egfr	[appos, inhibitor, prep_of, receptor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_with, treated, rcmod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[dep, inhibitor, prep_of]	1.0
(gefitinib,egfr)	gefitinib	egfr	[amod, receptor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[amod, inhibition, prep_of]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_such_as, inhibitor, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, reduced, dobj, phosphorylation, prep_of]	1.0
(gefitinib,egfr)	gefitinib	egfr	[appos, inhibitor, nn]	1.0
(gefitinib,egfr)	gefitinib	egfr	[appos, inhibitor, prep_of]	1.0
(gefitinib,egfr)	gefitinib	egfr	[appos, inhibitors, nn]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibitors, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nn, expression, nn]	1.0
(gefitinib,egfr)	gefitinib	egfr	[dep, inhibitor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[appos, receptor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[amod, expression, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[agent, signaling, partmod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_with, treated, partmod, patients, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[dep, inhibitors, nn]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibitor, nn]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibited, dobj, activity, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibited, dobj]	1.0
(gefitinib,egfr)	gefitinib	egfr	[appos, inhibitor, prep_of, kinase, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[appos, inhibitor, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[dep, receptor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_with, inhibition, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_such_as, receptor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[amod, inhibitors, nn]	1.0
(gefitinib,egfr)	gefitinib	egfr	[amod, cells, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[amod, inhibitors, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, decreased, dobj, expression, prep_of]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_such_as, inhibitors, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[amod, inhibitor, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibited, dobj, activation, nn]	1.0
(gefitinib,egfr)	gefitinib	egfr	[appos, inhibitors, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibitor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibited, dobj, phosphorylation, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_with, receptor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_including, inhibitors, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[dep, inhibitors, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibitor, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_to, resistant, nsubj]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibited, dobj, autophosphorylation, prep_of]	1.0
(gefitinib,egfr)	gefitinib	egfr	[prep_by, activity, amod]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nn, inhibitors, nn]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibited, dobj, phosphorylation, prep_of]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nn, receptor, appos]	1.0
(gefitinib,egfr)	gefitinib	egfr	[nsubj, inhibitors, nn]	1.0
(gefitinib,egfr)	gefitinib	egfr	[appos, inhibitor, appos]	1.0
(lovastatin,statin)	lovastatin	statin	[appos, member, prep_of, family, nn]	1.0
(atra,dhand)	atra	dhand	[nsubj, regulate, dobj, expression, amod]	1.0
(atra,dhand)	atra	dhand	[prep_on, expression, prep_of]	1.0
(atra,dhand)	atra	dhand	[nsubj, regulates, dobj, expression, amod]	1.0
(carboplatin,il-1)	carboplatin	il-1	[amod, alpha, dep]	1.0
(capsaicin,nf-kappab)	capsaicin	nf-kappab	[prep_with, activity, nn]	1.0
(capsaicin,nf-kappab)	capsaicin	nf-kappab	[prep_of, addition, appos, inhibitor, prep_of]	1.0
(arsenite,ang-1)	arsenite	ang-1	[nsubj, decreased, dobj, secretion, nn]	1.0
(arsenite,ang-1)	arsenite	ang-1	[nsubj, alter, dobj, expression, nn]	1.0
(omeprazole,cyp1a2)	omeprazole	cyp1a2	[nsubj, induce, dobj]	1.0
(omeprazole,cyp1a2)	omeprazole	cyp1a2	[appos, inducer, nn]	1.0
(omeprazole,cyp1a2)	omeprazole	cyp1a2	[nsubj, increase, dobj, activity, amod]	1.0
(omeprazole,cyp1a2)	omeprazole	cyp1a2	[prep_by, activity, amod]	1.0
(fgf-7,fgf-10)	fgf-7	fgf-10	[appos, vegf, appos]	1.0
(fgf-7,fgf-10)	fgf-7	fgf-10	[dep, factor, dep]	1.0
(phenytoin,inap)	phenytoin	inap	[nsubj, inhibited, dobj]	1.0
(omeprazole,cyp1a1)	omeprazole	cyp1a1	[prep_by, gene, amod]	1.0
(omeprazole,cyp1a1)	omeprazole	cyp1a1	[xsubj, induce, dobj]	1.0
(omeprazole,cyp1a1)	omeprazole	cyp1a1	[nsubj, inhibited, dobj, activity, amod]	1.0
(omeprazole,cyp1a1)	omeprazole	cyp1a1	[agent, induced, partmod, mrna, nn]	1.0
(omeprazole,cyp1a1)	omeprazole	cyp1a1	[nsubj, induces, dobj]	1.0
(cisplatin,xiap)	cisplatin	xiap	[partmod, mediated, agent]	1.0
(cisplatin,xiap)	cisplatin	xiap	[prep_on, expression, nn]	1.0
(verapamil,phospholipase)	verapamil	phospholipase	[xsubj, inhibit, dobj, activity, amod]	1.0
(verapamil,phospholipase)	verapamil	phospholipase	[nsubj, inhibited, dobj, activity, amod]	1.0
(verapamil,phospholipase)	verapamil	phospholipase	[amod, inhibitor, amod]	1.0
(coxibs,cox2)	coxibs	cox2	[appos, inhibitors, prep_of]	1.0
(vasopressin,adrenocorticotropin)	vasopressin	adrenocorticotropin	[nsubj, induced, dobj, release, prep_of]	1.0
(propranolol,cgrp)	propranolol	cgrp	[agent, inhibited, nsubjpass, effects, prep_of]	1.0
(cyclosporine,cyp3a4)	cyclosporine	cyp3a4	[appos, inhibitor, prep_of]	1.0
(cyclosporine,cyp3a4)	cyclosporine	cyp3a4	[appos, inhibitors, nn]	1.0
(cyclosporine,cyp3a4)	cyclosporine	cyp3a4	[nsubj, inhibits, dobj]	1.0
(cyclosporine,cyp3a4)	cyclosporine	cyp3a4	[prep_such_as, substrates, num]	1.0
(cyclosporine,cyp3a4)	cyclosporine	cyp3a4	[nsubj, substrate, prep_of]	1.0
(bevacizumab,vegf-a)	bevacizumab	vegf-a	[nsubj, antibody, amod]	1.0
(bevacizumab,vegf-a)	bevacizumab	vegf-a	[nsubj, targets, dobj]	1.0
(bevacizumab,vegf-a)	bevacizumab	vegf-a	[appos, antibody, amod]	1.0
(bevacizumab,vegf-a)	bevacizumab	vegf-a	[appos, antibody, prep_to]	1.0
(bevacizumab,vegf-a)	bevacizumab	vegf-a	[nsubj, specific, prep_for]	1.0
(bevacizumab,vegf-a)	bevacizumab	vegf-a	[nsubj, antibody, appos]	1.0
(bevacizumab,vegf-a)	bevacizumab	vegf-a	[appos, antibody, prep_against]	1.0
(bevacizumab,vegf-a)	bevacizumab	vegf-a	[nsubj, antibody, prep_against]	1.0
(bevacizumab,vegf-a)	bevacizumab	vegf-a	[nsubj, antibody, partmod, targeting, dobj]	1.0
(acarbose,glp-1)	acarbose	glp-1	[prep_by, release, nn]	1.0
(acarbose,glp-1)	acarbose	glp-1	[prep_on, release, nn]	1.0
(lubiprostone,cftr)	lubiprostone	cftr	[nsubj, caused, prep_in]	1.0
(cisplatin,cdk2)	cisplatin	cdk2	[xsubj, cells, amod]	1.0
(cisplatin,cdk2)	cisplatin	cdk2	[nsubj, caused, prep_in, activity, amod]	1.0
(tamoxifen,phospholipase)	tamoxifen	phospholipase	[prep_on, activity, nn]	1.0
(tamoxifen,phospholipase)	tamoxifen	phospholipase	[prep_on, activation, amod]	1.0
(fenofibrate,nf-kappab)	fenofibrate	nf-kappab	[nsubj, inhibits, prep_by]	1.0
(fenofibrate,nf-kappab)	fenofibrate	nf-kappab	[prep_such_as, inhibitors, amod]	1.0
(fenofibrate,nf-kappab)	fenofibrate	nf-kappab	[nsubj, inhibited, dobj, activity, nn]	1.0
(vasopressin,calcitonin)	vasopressin	calcitonin	[dep, hormone, dep]	1.0
(propofol,enos)	propofol	enos	[amod, synthase, appos]	1.0
(propofol,enos)	propofol	enos	[amod, treatment, nsubj, increased, dobj, expression, amod]	1.0
(propofol,enos)	propofol	enos	[prep_of, effects, dep]	1.0
(propofol,enos)	propofol	enos	[nsubj, induces, dobj]	1.0
(ketamine,hsp70)	ketamine	hsp70	[nsubj, induced, dobj, expression, amod]	1.0
(abarelix,gnrh)	abarelix	gnrh	[nsubj, antagonist, nn]	1.0
(abarelix,gnrh)	abarelix	gnrh	[appos, antagonist, prep_of, receptor, nn]	1.0
(noradrenaline,vasa)	noradrenaline	vasa	[prep_in, deferentia, nn]	1.0
(noradrenaline,vasa)	noradrenaline	vasa	[prep_to, sensitive, nsubj]	1.0
(il-2,gammac)	il-2	gammac	[nn, beta, dep]	1.0
(bezafibrate,ppar)	bezafibrate	ppar	[appos, activator, amod]	1.0
